station_code,dis_oxy,ph,conduct,bod,nit,total_coli
1062,6.7,6.6,118,1,0.22,3496
1063,7.4,6.8,80,1.3,0.06,1404
1064,4.5,6.6,250,2.4,0.16,5889
1065,6.1,6.9,74,1.8,0.19,3937
1066,5.9,7.3,44,1.6,0.14,2794
1067,2.4,6.5,195,4.8,0.35,14217
1068,4,6.8,207,1.8,0.34,2280
1069,5.4,7.6,40,1.6,0.07,1330
1070,5.3,7.6,41,1.4,0.08,2517
1071,7,6.9,54,0.8,0.21,3059
1072,5.9,7.7,44,2.1,0.08,831
1073,7.1,6.5,60,1.7,0.13,8163
1074,6.9,7.7,99,3.3,0.56,123
1075,6.6,7.9,123,3.2,0.52,104
1076,6.6,7.7,220,3.6,0.65,77
1077,6.8,7.7,219,3.4,0.63,75
1078,4.8,7.2,5429,8.4,2.08,408
1079,6.4,8,493,4.2,3.91,68
1080,6.8,7.6,100,3,0.54,295
1081,6.7,7.5,316,4.6,0.6,132
1082,5.8,7.9,37227,9.5,1.42,451
1083,6.9,7.7,84,3.1,0.42,168
1084,4.9,7.6,21254,55.5,2.18,964
1085,6.9,7.9,312,2.7,1.58,107
1086,6.8,7.5,146,3,0.6,241
1087,6.7,7.3,127,2.9,0.59,209
1088,5.6,6.9,432,4.5,1.72,173
1089,6.5,7.3,126,3,0.59,284
1090,7.1,7.5,128,3,0.6,297
1091,6.4,7.3,129,3.1,0.6,191
1092,6.9,7.7,129,2.9,0.55,268
1093,7,7.9,153,2.9,0.55,86
1094,6.4,7.6,10165,3.7,2.14,139
1095,6.9,7.7,307,2.8,3.6,123
1096,6.3,7.7,322,3.5,1.1,116
1097,6.5,7.5,5835,3.4,1.72,126
1098,6.3,7.4,9245,4.7,2,134
1099,6.5,8.1,1907,4,0.55,115
1100,7,8,1896,3.5,0.64,245
1101,7,8,206,2.9,0.56,74
1102,6.8,7.8,239,3.3,0.56,77
1103,6.4,7.6,152,3.2,0.96,142
1104,6.7,7.7,146,3,0.89,73
1105,6.7,7.6,137,2.9,0.76,64
1106,6.6,7.8,228,3.5,0.57,79
1107,7,7.7,409,2.4,0.93,112
1108,6.8,7.6,263,2.9,0.81,123
1109,6.9,7.5,338,2.3,3.93,108
1110,7,7.2,79,0.8,0.62,637
1111,6.6,7,67,1.1,0.53,670
1112,6.6,7.3,59,0.7,0.57,541
1113,6.2,7.3,66,0.8,0.55,609
1114,7.1,7,67,1,0.34,538
1115,7,6.7,5341,1.1,0.37,528
1116,6.7,7.3,89,1.1,0.35,2025
1117,6.2,7.3,136,1,0.46,676
1118,7.1,8.1,212,0.9,0.56,992
1119,6.3,6.3,134,1.2,0.67,780
1120,7.3,7.2,76,0.6,0.31,893
1121,7,7.3,11041,0.9,0.29,503
1122,6.8,7.1,75,0.8,0.5,1169
1123,7.4,7.2,61,0.7,0.11,255
1124,1.7,6.6,769,3.4,1.11,1717
1125,6.1,7.5,14083,1.4,0.25,2686
1126,6.6,7.2,92,0.8,0.77,660
1127,6.6,7.2,1348,0.8,1.01,810
1128,6,6.7,95,1.2,0.29,680
1129,6.6,6.8,78,1,0.2,626
1130,0.6,6.7,268,4.1,1.28,1308
1131,1.8,6.6,82,2,0.39,1410
1132,7.1,7.2,61,1,0.34,608
1133,3.9,7.6,30298,2.5,0.59,7240
1134,6.6,8,310,1.1,0.54,783
1135,7,7.1,97,0.8,0.35,77
1136,7.3,7,51,0.7,0.18,258
1137,0.5,7.1,1717,21.2,4.41,15833
1138,7,7.4,55,0.9,0.32,1400
1139,6.1,6.8,67,1.1,0.58,394
1140,7,6.7,61,1.3,0.28,248
1141,5.2,6.9,81,1.5,0.37,465
1142,6.1,8,510,1.1,0.72,1572
1143,6.5,6.9,12150,1.8,0.52,1481
1144,7.9,7.2,50,1.1,0.3,845
1145,7.5,6.9,34,0.9,0.14,256
1146,7,7.4,72,1,0.38,897
1147,7.3,7.3,99,0.9,0.23,1788
1148,7.5,6.9,125,1.6,0.45,1400
1149,6.8,6.9,116,1.7,0.4,1260
1150,5.8,7.3,107,0.9,0.88,343
1151,7.1,7.2,85,0.8,0.31,184
1152,6.8,7.1,58,0.7,0.46,3460
1153,5.7,7.3,13197,1.5,0.35,144
1154,6.7,7.1,58,1.2,0.39,1739
1155,7,6.9,3453,0.9,0.17,278
1156,6.5,7,14369,1.3,0.27,175
1157,6.6,7.3,70,1.4,0.39,1875
1158,7,7.3,60,0.8,0.18,1813
1159,6.3,7.2,97,0.8,0.56,880
1160,6,7,63,1.1,1.04,493
1161,4.4,7.1,113,1.5,1.17,722
1162,4.5,7.2,79,1,1.04,537
1163,5.1,6.9,1789,2.1,0.68,1946
1164,7.5,7.2,36,1.1,0.27,1134
1165,6.8,7,59,1.3,0.32,2267
1166,6.8,6.9,114,1.4,0.23,1785
1167,5.9,6.8,1108,2.2,0.62,1520
1168,4.9,6.7,88,2.2,0.28,2200
1169,6.8,6.9,1686,1.4,0.25,1223
1170,7.1,6.9,45,1.2,0.29,1636
1171,6.9,6.6,56,1.1,0.3,542
1172,6.5,6.3,49,1,0.22,323
1173,4.9,6.6,169,2.1,0.76,1241
1174,4.2,6.5,19575,1.4,0.39,528
1175,6.9,7.1,63,0.9,0.16,336
1176,6.6,6.7,69,0.8,0.38,464
1177,4.5,6.6,6381,2.1,0.34,435
1178,6.2,7.2,9326,1.3,0.22,141
1179,6.6,7.1,15158,1.1,0.26,810
1180,6.3,7.3,74,1.2,0.29,1813
1181,6,7.6,429,1.1,1.1,362
1182,6,7.8,308,1.1,1.47,343
1183,5.8,7.4,505,0.6,0.73,1517
1184,6.1,7.5,465,0.5,0.34,1458
1185,6.4,7.1,183,2.3,0.62,398
1186,7.1,7.4,135,1.9,0.72,995
1189,7.8,7.9,213,1.5,0.35,15083
1190,7.7,8.1,312,2,0.75,32017
1191,6.9,7.6,99,1.6,1.39,5395
1192,7.3,8,230,1.6,0.69,4348
1193,6.8,8.1,264,2.6,1.16,5142
1194,7.2,8.1,272,3.1,1.46,4586
1195,8,8.3,312,1.4,0.73,4319
1196,8.2,8,19595,2,0.94,1116
1197,7,8,199,1.8,1.11,3573
1198,7.2,8.1,201,1.6,0.36,2324
1204,6.8,7.5,890,2.1,0.51,589
1205,7.3,7.6,160,1.9,0.06,89
1206,7,7.7,111,2.2,0.08,131
1207,6.7,7.7,139,3.1,0.22,300
1208,7.2,7.2,288,2.1,0.14,91
1209,7,7.1,95,1.9,0.08,118
1210,7,7.5,84,1.7,0.06,87
1211,7.4,7,3101,15.6,0.15,174
1212,7.2,7.3,510,2.9,0.08,123
1213,7.1,7.4,88,1.8,0.07,90
1214,7.2,6.9,338,3.8,0.07,104
1215,6.7,7.6,162,3.3,0.16,249
1216,6.7,7.6,182,4.1,0.15,251
1217,0.2,7.2,2219,185.8,1.75,300000000
1219,5.5,7.4,635,8.8,5.08,5500
1220,5.5,7.4,1051,25,6.8,63000
1221,5.3,7.3,636,9.9,5,10000
1222,5.1,7.4,993,21.9,6.63,57750
1223,5.3,7.5,632,13.5,5.08,34750
1224,4.9,7.4,973,17.5,4.77,40667
1225,4.3,7.5,1156,24.5,7.65,65000
1226,4.8,7.4,904,26,8.6,55000
1227,5.1,7.4,1110,16,14.85,12000
1228,5.3,7.4,1290,26.9,8.1,66250
1229,4.9,7.4,990,27.8,6.78,40500
1230,5.2,7.4,914,20.5,6.18,29500
1234,4.8,7.5,280,2.4,0.72,4
1235,7.7,7.4,344,1.2,0.37,19
1236,7.3,7,310,1.4,0.38,22
1237,7.1,7.7,303,1.5,0.34,23
1239,6.2,7.5,788,41.5,4.08,235
1240,6,8.3,468,1.4,0.43,16
1241,5.9,7.3,234,1.5,0.36,12
1242,6.4,8,527,1.2,0.35,21
1243,5.9,7.9,796,1.5,0.48,14
1285,7.7,7.2,95,1.8,2.67,50
1286,7.6,7.2,92,2.5,2.41,45
1287,9.9,7.2,65,1.5,2.31,55
1288,7.6,7.4,93,2.1,2.89,408
1289,5.5,2.9,568,6.8,1.12,33
1290,7.6,7,42,1.3,3.01,27
1291,7.7,7.1,45,1.4,2.89,22
1292,8.3,7,59,1.7,2.86,33
1293,6.9,2.6,1072,3.2,1.17,21
1294,7.7,6.3,250,2.1,3.88,326
1295,8.8,7.3,37,1.5,1.62,35
1296,7.3,7.3,72,2,1.65,36
1297,7.5,7,38,1.7,2.2,40
1298,7.8,7.1,44,1.6,2.62,33
1299,7,7,100,2.4,3.03,2600
1300,7.5,6.3,52,1.7,0.82,21
1301,6.4,6.9,61,2.6,3.88,538
1302,7.5,7.1,39,1.4,2.88,22
1303,8,7.1,41,1.4,3.35,25
1304,7.9,7.3,93,1.7,5.02,418
1305,7.5,6.9,69,1.9,4.92,49
1306,7.9,7.2,46,1.7,2.72,45
1307,8,7.2,42,1.4,2.47,31
1308,7.7,7.1,101,1.5,3.42,43
1309,7.2,7.1,49,1.6,2.86,40
1310,8.2,7.1,49,1.2,2.81,32
1311,7.8,7.1,58,1.5,2.97,43
1312,3.9,7.1,235,16.9,16.61,23000
1313,4.9,7.1,182,14.2,11.61,15500
1314,2.7,7.1,281,35.4,14.84,62667
1315,2.5,7.1,382,37.2,11.81,87167
1316,8,7,48,1.4,3.8,41
1317,8.4,7.1,48,1.2,3.08,45
1318,6.8,6.6,49,1.9,3.07,38
1319,2.1,7,286,45.6,10.61,84500
1320,4,7.1,194,22.4,10.47,45250
1321,7.7,7.2,107,6.6,3.02,425
1322,7.6,7.1,51,2,2.6,81
1323,7.7,7.1,46,1.6,3.93,22
1324,7.7,7.1,49,1.9,3.89,26
1325,6.5,7.4,297,1,0.13,438
1326,6.3,7.5,287,0.9,0.14,204
1327,6.5,7.2,375,1.1,0.17,625
1328,6.9,6.9,349,1.1,0.18,503
1330,6.4,8,155,3.9,0.5,516
1331,6.5,8,168,4.2,0.99,616
1334,4.6,8,23576,158.8,6.88,46
1341,7.1,7.3,212,1.4,0.84,6
1342,5,8.3,12771,4.1,1.48,30
1343,6.7,8,304,1.5,0.18,3550
1344,5.8,7.7,1315,2.5,0.22,6800
1345,5.9,7.6,36593,3.9,0.07,3200
1346,7.6,7.7,1291,10,0.34,77
1347,6,7.7,18865,3.6,3.12,2450
1348,4.3,8.4,605,6.5,1.68,15
1349,3.7,8.2,600,4.3,1.66,20
1350,4.6,7.2,729,4,0.33,2300
1352,6.8,6.5,43,1.1,0.42,178
1353,6.6,7,59,1.1,0.27,113
1354,6,6.2,106,1.5,0.28,166
1355,5.9,6.6,516,1.1,0.18,169
1356,7.3,6.1,87,0.9,0.33,169
1357,7.3,5.9,74,1.5,0.22,163
1358,6.7,6.3,127,2,0.44,149
1359,6.8,6.2,226,1.6,0.18,151
1360,7.1,5.9,93,1.8,0.28,131
1361,7.4,6.2,76,1.3,0.41,133
1362,7.3,6.2,113,1.2,0.33,137
1363,7.3,5.9,100,1.3,0.27,173
1364,6,5.9,273,1.8,0.31,171
1365,6.1,6.5,201,2,0.43,149
1366,6.2,6.3,245,1.8,0.31,135
1367,7,6.5,75,0.9,0.22,166
1368,7.3,6,74,1.6,0.11,181
1369,7.1,7.9,108,3.3,0.42,137
1371,7,8,129,3.5,0.49,105
1372,7,8,130,3.3,0.46,93
1373,5.7,7.4,2323,6.3,1.47,541
1374,5.9,7.6,462,4.9,2.47,63
1375,7,7.7,107,3.8,0.4,285
1376,6.2,7.4,299,5.1,0.95,401
1377,5.9,7.8,33259,6.8,1.61,228
1378,7.2,7.9,77,3.2,0.42,282
1379,3.2,7.4,28018,46,1.67,1164
1380,6.8,7.8,350,2.6,1.99,72
1381,6.9,7.5,133,3.2,0.55,409
1382,6.9,7.5,143,3.4,0.54,307
1383,6.1,6.9,609,4.2,3.1,135
1384,6.8,7.4,129,3.2,0.86,133
1385,6.7,7.4,130,3.2,0.75,124
1386,6.6,7.4,130,5,0.74,158
1387,6.7,7.5,120,3.6,0.73,226
1388,7.1,7.9,139,3.2,0.45,147
1389,6,7.4,13925,59.1,3.08,116
1390,6.7,7.7,274,2.3,2.04,88
1391,6.3,7.9,326,2.5,2.32,71
1392,6.3,7.9,7392,2.4,6.41,71
1393,6.3,7.7,12051,4.4,5.37,102
1394,7,8.3,162,3.8,0.48,90
1395,7,8.3,212,3.6,0.44,90
1396,7.1,8.3,227,3.2,0.48,124
1397,6.8,8.2,314,4.3,0.45,69
1398,6.8,7.8,151,3.4,0.5,740
1399,7,7.8,123,3.4,0.44,100
1400,6.9,7.8,139,3.3,0.76,169
1401,6.8,8.2,313,4,0.49,99
1402,6.7,7.8,215,2.5,0.83,51
1403,6.7,7.8,204,2.5,0.77,68
1404,6.9,7.7,205,2.2,0.93,55
1405,7.1,6.9,72,0.5,0.25,641
1406,6.6,6.9,70,0.9,0.49,495
1407,6.9,7.1,52,0.8,0.18,520
1408,7.2,7,830,0.8,0.16,654
1409,6.3,6.9,95,1.3,0.99,1325
1410,7.2,7.4,164,0.9,0.46,2225
1411,6.9,7.5,231,0.8,0.55,1725
1412,6.5,6.9,101,1.3,0.47,1127
1413,7.1,7.1,64,0.6,0.4,646
1414,7.1,7.1,4600,0.6,0.35,538
1415,7.5,7.2,52,0.6,0.15,900
1416,2,6.8,265,2.4,2.3,5425
1417,5.6,7,12769,1.2,0.41,1650
1418,7.1,7,90,0.6,0.64,625
1419,6.1,7,248,0.8,0.66,1150
1420,6,7,94,1.1,0.13,370
1421,6.5,7.5,76,0.8,0.08,585
1422,1.5,6.6,192,3.6,0.92,2978
1423,2,6.8,79,2.4,0.2,1275
1424,7.2,7.1,52,0.6,0.15,687
1425,4,7.5,25964,1.1,0.76,1588
1426,7.2,7.3,54,0.9,0.25,610
1427,0.8,7.1,1239,11.9,1.87,11000
1428,6.4,6.5,58,1.3,0.34,960
1429,6.3,6.8,77,1.2,0.16,208
1430,5.4,6.6,80,1.6,0.27,775
1431,5.8,7.8,666,1,0.24,1650
1432,6.6,7.2,12768,1.1,0.13,1412
1433,7.7,7.2,44,1,0.28,148
1434,7.1,7,27,0.4,0.11,218
1435,7.3,7.2,59,0.6,0.19,465
1436,7.8,7.1,119,0.7,0.87,1725
1437,7.3,7.1,54,1.3,0.41,913
1438,7,6.6,104,1.5,0.49,1000
1439,6,7.2,92,0.7,0.38,1390
1440,6.8,6.6,48,0.5,0.44,2025
1441,5.6,7.1,20455,0.6,0.58,675
1442,7,7,56,1.1,0.43,1725
1443,6.7,6.9,2531,0.5,0.22,465
1444,6.2,7.2,15362,0.8,0.39,1303
1445,7.3,7.2,62,0.8,0.95,985
1446,7.6,7.2,59,0.6,0.65,1163
1447,6.4,6.8,83,0.5,0.42,575
1448,7,6.6,50,0.6,0.75,578
1449,6.7,6.8,76,1.2,1.21,625
1450,6.7,6.6,64,0.9,1.35,838
1451,5.6,6.9,943,1.5,0.4,1925
1452,7.4,7,38,0.9,0.26,1196
1453,6.7,6.9,43,1,0.3,2750
1454,7.1,7.3,48,1.5,0.36,1775
1455,6.2,6.8,309,1.6,0.39,2725
1456,5.2,6.8,61,1.8,0.33,2650
1457,6.8,6.9,995,1.1,0.24,1258
1458,6.8,6.9,52,0.9,0.45,198
1459,6.2,6.6,44,0.7,0.21,1630
1460,4.5,6.5,77,1.1,0.34,2675
1461,4,7,19279,0.9,0.03,233
1462,7,7.4,69,1,0.12,660
1463,6.5,6.8,58,0.5,0.24,1026
1464,4.6,6.9,98,0.6,0.11,348
1465,6.6,7.3,12327,0.6,0.71,2210
1466,7.1,7,51,1,0.78,1700
1467,6.2,7.5,371,1.1,1.62,528
1468,6.2,7.7,316,1.3,2.41,312
1469,7.3,7.1,241,2.9,1.17,185
1470,7.7,7.4,121,1.4,0.64,1255
1471,6.5,7.3,64,1,2.6,420
1472,6.9,7.4,57,1,1.28,409
1473,7.5,8,211,1.9,0.39,6858
1474,7.2,8,263,3.7,0.63,14725
1475,7,7.6,111,1.6,0.67,2743
1476,7.5,7.9,205,1.5,1,3542
1477,7.1,7.7,283,2.3,1.73,6692
1478,7.4,8,263,1.7,0.65,6617
1479,8.1,8,300,2.3,0.45,4569
1480,7.8,8,13103,2.1,0.59,739
1481,7.4,8,207,1.5,0.53,2872
1482,7.2,8,198,1.4,0.57,1850
1488,6.3,7.6,830,1.8,0.24,2020
1491,5.8,7.2,732,8.5,3.83,4838
1492,5.6,7.4,1322,15.3,15,41500
1493,5.4,7.3,809,10,4.2,8975
1494,5.7,7.3,1103,14.3,13.75,52500
1495,5.7,7.5,906,24,14.18,17625
1496,3.5,7.4,1064,20,13.2,14500
1497,3.2,7.6,1197,27.3,19.2,40250
1498,4.7,7.3,1383,32.8,16.4,42875
1499,4.8,7.4,1063,16,5.03,8025
1500,5.3,7.5,1532,18.3,15.8,63500
1501,5.6,7.5,1269,34.5,12.15,60000
1502,5.4,7.4,1194,22,8.3,35000
1506,4.8,7.9,650,3.2,0.68,62
1507,5,7.3,390,2.8,0.14,20
1508,8.3,7.6,334,1,0.49,16
1509,8.2,7.7,316,1.2,0.48,20
1511,8.3,7.6,304,1.2,0.51,20
1512,5.5,7.6,743,7.6,1.02,166
1513,5.1,7.8,657,1.7,0.26,23
1551,7.8,7.2,139,1.9,0.56,359
1552,6.5,3.1,489,6.1,0.52,47
1553,7.3,7,162,2.2,0.69,2633
1554,7.8,7.1,136,1.9,0.52,409
1555,7.7,7.1,205,7,0.84,461
1556,8.1,7.1,267,1,0.11,12
1557,8,7,278,1.1,0.11,18
1558,6.9,7.2,268,1.1,0.11,37
1559,6.8,7.1,286,1.3,0.11,29
1561,6.3,8,164,3.4,0.3,528
1562,6.6,7.9,196,4.4,0.8,648
1563,5.6,7.5,15608,25,18.73,5
1571,5.1,8.1,533,3.7,0.45,7500
1572,7.1,8,555,2,0.35,15000
1573,6.8,8.2,26600,3.1,0.62,23000
1574,8.1,7.6,938,8.6,0.4,108
1575,6.2,7.8,7778,2.7,0.26,6581
1577,3.2,7.7,885,6.3,0.51,9575
1743,8.23,7.38,143,1.55,3.55,360
1749,6.2,7.7,176,3.5,0.2,592
1750,6.3,8,198,4.2,0.3,686
