station_code,tempurature,dis_oxy,ph,conduct,bod,nit,coli,total_coli,potable
1048,30,5.5,6.9,143,1.3,0.09,4100,11113,0
1049,29,5.4,7.2,60,1.5,0.08,428,2309,1
1050,29,5.8,7.2,34,5.3,0.17,855,3322,0
1051,29,5.9,6.7,125,1.5,0.14,1638,5793,0
1052,28,6.4,6.7,175,1.3,0.1,772,3636,1
1053,30,6.2,7.7,39,1.3,0.06,1296,4517,1
1054,30,6.1,7.8,39,1.5,0.06,1032,5840,0
1055,27,7.3,6.9,61,0.7,0.09,1430,4388,1
1056,28,6.8,6.6,71,1.5,0.14,2495,3949,1
1057,29,7.4,6.5,129,2.3,0.49,5868,16691,0
1058,28,7,6.8,503,1.6,0.66,965,2404,1
1059,29,6.3,7.5,31,1.6,0.06,1466,4267,1
1060,29,7.1,6.8,70,0.8,0.17,716,3567,1
1061,30,7.3,6.8,69,1.2,0.12,457,2446,1
1062,28,6.7,6.6,118,1,0.22,1104,3496,1
1063,28,7.4,6.8,80,1.3,0.06,274,1404,1
1064,29,4.5,6.6,250,2.4,0.16,1572,5889,0
1065,28,6.1,6.9,74,1.8,0.19,1074,3937,1
1066,30,5.9,7.3,44,1.6,0.14,962,2794,1
1067,30,2.4,6.5,195,4.8,0.35,7980,14217,0
1068,31,4,6.8,207,1.8,0.34,818,2280,1
1069,29,5.4,7.6,40,1.6,0.07,290,1330,1
1070,30,5.3,7.6,41,1.4,0.08,952,2517,1
1071,29,7,6.9,54,0.8,0.21,667,3059,1
1072,29,5.9,7.7,44,2.1,0.08,1200,831,1
1073,29,7.1,6.5,60,1.7,0.13,2926,8163,0
1074,29,6.9,7.7,99,3.3,0.56,53,123,0
1075,30,6.6,7.9,123,3.2,0.52,44,104,0
1076,27,6.6,7.7,220,3.6,0.65,25,77,0
1077,27,6.8,7.7,219,3.4,0.63,23,75,0
1079,23,6.4,8,493,4.2,3.91,17,68,0
1080,29,6.8,7.6,100,3,0.54,124,295,0
1081,29,6.7,7.5,316,4.6,0.6,47,132,0
1082,28,5.8,7.9,37227,9.5,1.42,231,451,0
1083,29,6.9,7.7,84,3.1,0.42,69,168,0
1084,25,4.9,7.6,21254,55.5,2.18,560,964,0
1085,28,6.9,7.9,312,2.7,1.58,4,107,1
1086,29,6.8,7.5,146,3,0.6,124,241,0
1087,29,6.7,7.3,127,2.9,0.59,100,209,1
1088,29,5.6,6.9,432,4.5,1.72,58,173,0
1089,29,6.5,7.3,126,3,0.59,132,284,0
1090,30,7.1,7.5,128,3,0.6,136,297,0
1091,30,6.4,7.3,129,3.1,0.6,68,191,0
1092,29,6.9,7.7,129,2.9,0.55,135,268,1
1093,25,7,7.9,153,2.9,0.55,30,86,1
1094,30,6.4,7.6,10165,3.7,2.14,5,139,0
1095,30,6.9,7.7,307,2.8,3.6,4,123,1
1096,31,6.3,7.7,322,3.5,1.1,4,116,0
1097,30,6.5,7.5,5835,3.4,1.72,4,126,0
1098,30,6.3,7.4,9245,4.7,2,4,134,0
1099,28,6.5,8.1,1907,4,0.55,46,115,0
1100,28,7,8,1896,3.5,0.64,190,245,0
1101,28,7,8,206,2.9,0.56,31,74,1
1102,27,6.8,7.8,239,3.3,0.56,33,77,0
1103,27,6.4,7.6,152,3.2,0.96,62,142,0
1104,26,6.7,7.7,146,3,0.89,30,73,0
1105,27,6.7,7.6,137,2.9,0.76,24,64,1
1106,28,6.6,7.8,228,3.5,0.57,30,79,0
1107,23,7,7.7,409,2.4,0.93,4,112,1
1108,22,6.8,7.6,263,2.9,0.81,4,123,1
1109,23,6.9,7.5,338,2.3,3.93,4,108,1
1110,26,7,7.2,79,0.8,0.62,279,637,1
1111,26,6.6,7,67,1.1,0.53,275,670,1
1112,26,6.6,7.3,59,0.7,0.57,281,541,1
1113,26,6.2,7.3,66,0.8,0.55,303,609,1
1114,26,7.1,7,67,1,0.34,170,538,1
1115,26,7,6.7,5341,1.1,0.37,158,528,1
1116,29,6.7,7.3,89,1.1,0.35,1163,2025,1
1117,28,6.2,7.3,136,1,0.46,296,676,1
1118,28,7.1,8.1,212,0.9,0.56,524,992,1
1119,29,6.3,6.3,134,1.2,0.67,224,780,1
1120,26,7.3,7.2,76,0.6,0.31,468,893,1
1121,26,7,7.3,11041,0.9,0.29,256,503,1
1122,28,6.8,7.1,75,0.8,0.5,693,1169,1
1123,29,7.4,7.2,61,0.7,0.11,54,255,1
1124,28,1.7,6.6,769,3.4,1.11,556,1717,0
1125,26,6.1,7.5,14083,1.4,0.25,920,2686,1
1126,26,6.6,7.2,92,0.8,0.77,332,660,1
1127,25,6.6,7.2,1348,0.8,1.01,392,810,1
1128,29,6,6.7,95,1.2,0.29,253,680,1
1129,29,6.6,6.8,78,1,0.2,275,626,1
1130,28,0.6,6.7,268,4.1,1.28,400,1308,0
1131,27,1.8,6.6,82,2,0.39,399,1410,0
1132,25,7.1,7.2,61,1,0.34,251,608,1
1133,26,3.9,7.6,30298,2.5,0.59,4830,7240,0
1134,27,6.6,8,310,1.1,0.54,517,783,1
1135,27,7,7.1,97,0.8,0.35,45,77,1
1136,29,7.3,7,51,0.7,0.18,65,258,1
1137,29,0.5,7.1,1717,21.2,4.41,3317,15833,0
1138,29,7,7.4,55,0.9,0.32,800,1400,1
1139,29,6.1,6.8,67,1.1,0.58,80,394,1
1140,27,7,6.7,61,1.3,0.28,168,248,1
1141,30,5.2,6.9,81,1.5,0.37,71,465,1
1142,27,6.1,8,510,1.1,0.72,784,1572,1
1143,27,6.5,6.9,12150,1.8,0.52,711,1481,1
1144,25,7.9,7.2,50,1.1,0.3,319,845,1
1145,25,7.5,6.9,34,0.9,0.14,110,256,1
1146,26,7,7.4,72,1,0.38,496,897,1
1147,29,7.3,7.3,99,0.9,0.23,1088,1788,1
1148,27,7.5,6.9,125,1.6,0.45,970,1400,1
1149,27,6.8,6.9,116,1.7,0.4,825,1260,1
1150,27,5.8,7.3,107,0.9,0.88,232,343,1
1151,28,7.1,7.2,85,0.8,0.31,67,184,1
1152,26,6.8,7.1,58,0.7,0.46,2010,3460,1
1153,29,5.7,7.3,13197,1.5,0.35,46,144,1
1154,27,6.7,7.1,58,1.2,0.39,964,1739,1
1155,28,7,6.9,3453,0.9,0.17,56,278,1
1156,29,6.5,7,14369,1.3,0.27,63,175,1
1157,28,6.6,7.3,70,1.4,0.39,838,1875,1
1158,29,7,7.3,60,0.8,0.18,631,1813,1
1159,26,6.3,7.2,97,0.8,0.56,357,880,1
1160,28,6,7,63,1.1,1.04,243,493,1
1161,28,4.4,7.1,113,1.5,1.17,358,722,1
1162,28,4.5,7.2,79,1,1.04,279,537,1
1163,28,5.1,6.9,1789,2.1,0.68,408,1946,1
1164,27,7.5,7.2,36,1.1,0.27,282,1134,1
1165,28,6.8,7,59,1.3,0.32,648,2267,1
1166,28,6.8,6.9,114,1.4,0.23,388,1785,1
1167,28,5.9,6.8,1108,2.2,0.62,386,1520,1
1168,28,4.9,6.7,88,2.2,0.28,480,2200,1
1169,28,6.8,6.9,1686,1.4,0.25,236,1223,1
1170,28,7.1,6.9,45,1.2,0.29,451,1636,1
1171,26,6.9,6.6,56,1.1,0.3,177,542,1
1172,28,6.5,6.3,49,1,0.22,87,323,1
1173,29,4.9,6.6,169,2.1,0.76,250,1241,1
1174,28,4.2,6.5,19575,1.4,0.39,210,528,1
1175,28,6.9,7.1,63,0.9,0.16,152,336,1
1176,26,6.6,6.7,69,0.8,0.38,185,464,1
1177,29,4.5,6.6,6381,2.1,0.34,196,435,1
1178,29,6.2,7.2,9326,1.3,0.22,61,141,1
1179,27,6.6,7.1,15158,1.1,0.26,126,810,1
1180,29,6.3,7.3,74,1.2,0.29,725,1813,1
1181,27,6,7.6,429,1.1,1.1,3,362,1
1182,27,6,7.8,308,1.1,1.47,3,343,1
1183,20,5.8,7.4,505,0.6,0.73,4,1517,1
1184,24,6.1,7.5,465,0.5,0.34,4,1458,1
1185,28,6.4,7.1,183,2.3,0.62,209,398,1
1186,27,7.1,7.4,135,1.9,0.72,419,995,1
1189,22,7.8,7.9,213,1.5,0.35,7742,15083,0
1190,22,7.7,8.1,312,2,0.75,12675,32017,0
1191,24,6.9,7.6,99,1.6,1.39,3066,5395,0
1192,27,7.3,8,230,1.6,0.69,2346,4348,1
1193,26,6.8,8.1,264,2.6,1.16,2428,5142,0
1194,25,7.2,8.1,272,3.1,1.46,2196,4586,0
1195,28,8,8.3,312,1.4,0.73,1618,4319,1
1196,29,8.2,8,19595,2,0.94,624,1116,1
1197,26,7,8,199,1.8,1.11,1503,3573,1
1198,28,7.2,8.1,201,1.6,0.36,1239,2324,1
1204,27,6.8,7.5,890,2.1,0.51,274,589,1
1205,23,7.3,7.6,160,1.9,0.06,32,89,1
1206,25,7,7.7,111,2.2,0.08,53,131,1
1207,26,6.7,7.7,139,3.1,0.22,123,300,0
1208,29,7.2,7.2,288,2.1,0.14,33,91,1
1209,24,7,7.1,95,1.9,0.08,47,118,1
1210,24,7,7.5,84,1.7,0.06,32,87,1
1211,29,7.4,7,3101,15.6,0.15,76,174,0
1212,29,7.2,7.3,510,2.9,0.08,46,123,1
1213,24,7.1,7.4,88,1.8,0.07,34,90,1
1214,29,7.2,6.9,338,3.8,0.07,44,104,0
1215,26,6.7,7.6,162,3.3,0.16,90,249,0
1216,27,6.7,7.6,182,4.1,0.15,92,251,0
1217,32,0.2,7.2,2219,185.8,1.75,180000000,300000000,0
1219,21,5.5,7.4,635,8.8,5.08,1400,5500,0
1220,24,5.5,7.4,1051,25,6.8,32000,63000,0
1221,21,5.3,7.3,636,9.9,5,2150,10000,0
1222,24,5.1,7.4,993,21.9,6.63,36250,57750,0
1223,21,5.3,7.5,632,13.5,5.08,20000,34750,0
1224,18,4.9,7.4,973,17.5,4.77,22000,40667,0
1225,22,4.3,7.5,1156,24.5,7.65,33750,65000,0
1226,22,4.8,7.4,904,26,8.6,31750,55000,0
1227,21,5.1,7.4,1110,16,14.85,3475,12000,0
1228,24,5.3,7.4,1290,26.9,8.1,36250,66250,0
1229,22,4.9,7.4,990,27.8,6.78,19000,40500,0
1230,22,5.2,7.4,914,20.5,6.18,14750,29500,0
1234,33,4.8,7.5,280,2.4,0.72,3,4,1
1235,20,7.7,7.4,344,1.2,0.37,9,19,1
1236,20,7.3,7,310,1.4,0.38,13,22,1
1237,20,7.1,7.7,303,1.5,0.34,13,23,1
1239,18,6.2,7.5,788,41.5,4.08,105,235,0
1240,24,6,8.3,468,1.4,0.43,5,16,1
1241,19,5.9,7.3,234,1.5,0.36,4,12,1
1242,23,6.4,8,527,1.2,0.35,5,21,1
1243,24,5.9,7.9,796,1.5,0.48,4,14,1
1285,25,7.7,7.2,95,1.8,2.67,22,50,1
1286,25,7.6,7.2,92,2.5,2.41,20,45,1
1287,25,9.9,7.2,65,1.5,2.31,21,55,1
1288,24,7.6,7.4,93,2.1,2.89,276,408,1
1289,22,5.5,2.9,568,6.8,1.12,18,33,0
1290,16,7.6,7,42,1.3,3.01,11,27,1
1291,17,7.7,7.1,45,1.4,2.89,9,22,1
1292,23,8.3,7,59,1.7,2.86,16,33,1
1293,25,6.9,2.6,1072,3.2,1.17,3,21,0
1294,25,7.7,6.3,250,2.1,3.88,180,326,1
1295,25,8.8,7.3,37,1.5,1.62,15,35,1
1296,25,7.3,7.3,72,2,1.65,17,36,1
1297,20,7.5,7,38,1.7,2.2,18,40,1
1417,26,5.6,7,12769,1.2,0.41,725,1650,1
1298,22,7.8,7.1,44,1.6,2.62,15,33,1
1299,20,7,7,100,2.4,3.03,1967,2600,1
1300,21,7.5,6.3,52,1.7,0.82,7,21,1
1301,16,6.4,6.9,61,2.6,3.88,227,538,1
1302,17,7.5,7.1,39,1.4,2.88,12,22,1
1303,17,8,7.1,41,1.4,3.35,10,25,1
1304,24,7.9,7.3,93,1.7,5.02,295,418,1
1305,18,7.5,6.9,69,1.9,4.92,20,49,1
1306,18,7.9,7.2,46,1.7,2.72,20,45,1
1307,18,8,7.2,42,1.4,2.47,5,31,1
1308,25,7.7,7.1,101,1.5,3.42,16,43,1
1309,19,7.2,7.1,49,1.6,2.86,17,40,1
1310,21,8.2,7.1,49,1.2,2.81,15,32,1
1311,21,7.8,7.1,58,1.5,2.97,19,43,1
1312,18,3.9,7.1,235,16.9,16.61,16500,23000,0
1313,18,4.9,7.1,182,14.2,11.61,10417,15500,0
1314,19,2.7,7.1,281,35.4,14.84,41000,62667,0
1315,19,2.5,7.1,382,37.2,11.81,53083,87167,0
1316,18,8,7,48,1.4,3.8,17,41,1
1317,24,8.4,7.1,48,1.2,3.08,18,45,1
1318,17,6.8,6.6,49,1.9,3.07,18,38,1
1319,18,2.1,7,286,45.6,10.61,51250,84500,0
1320,19,4,7.1,194,22.4,10.47,29500,45250,0
1321,24,7.7,7.2,107,6.6,3.02,285,425,0
1322,22,7.6,7.1,51,2,2.6,37,81,1
1323,20,7.7,7.1,46,1.6,3.93,8,22,1
1324,20,7.7,7.1,49,1.9,3.89,11,26,1
1325,24,6.5,7.4,297,1,0.13,26,438,1
1326,24,6.3,7.5,287,0.9,0.14,5,204,1
1327,24,6.5,7.2,375,1.1,0.17,33,625,1
1328,24,6.9,6.9,349,1.1,0.18,38,503,1
1330,28,6.4,8,155,3.9,0.5,512,516,0
1331,27,6.5,8,168,4.2,0.99,488,616,0
1334,28.1,4.6,8,23576,158.8,6.88,35,46,0
1341,27.6,7.1,7.3,212,1.4,0.84,3,6,1
1342,28.2,5,8.3,12771,4.1,1.48,7,30,0
1343,28,6.7,8,304,1.5,0.18,1500,3550,1
1344,28.5,5.8,7.7,1315,2.5,0.22,1900,6800,0
1345,29.5,5.9,7.6,36593,3.9,0.07,1200,3200,0
1346,27,7.6,7.7,1291,10,0.34,23,77,0
1347,29.5,6,7.7,18865,3.6,3.12,900,2450,0
1348,27,4.3,8.4,605,6.5,1.68,5,15,0
1349,26.7,3.7,8.2,600,4.3,1.66,6,20,0
1350,27,4.6,7.2,729,4,0.33,900,2300,0
1352,28.7,6.8,6.5,43,1.1,0.42,8,178,1
1353,29.3,6.6,7,59,1.1,0.27,8,113,1
1354,28.8,6,6.2,106,1.5,0.28,9,166,1
1355,28.3,5.9,6.6,516,1.1,0.18,8,169,1
1356,25.8,7.3,6.1,87,0.9,0.33,6,169,1
1357,28.3,7.3,5.9,74,1.5,0.22,8,163,0
1358,27.8,6.7,6.3,127,2,0.44,10,149,1
1359,26,6.8,6.2,226,1.6,0.18,9,151,1
1360,27.8,7.1,5.9,93,1.8,0.28,9,131,0
1361,26.3,7.4,6.2,76,1.3,0.41,11,133,1
1362,25.7,7.3,6.2,113,1.2,0.33,9,137,1
1363,29,7.3,5.9,100,1.3,0.27,6,173,0
1364,26.9,6,5.9,273,1.8,0.31,10,171,0
1365,27,6.1,6.5,201,2,0.43,9,149,1
1366,27.5,6.2,6.3,245,1.8,0.31,7,135,1
1367,28.3,7,6.5,75,0.9,0.22,7,166,1
1368,29,7.3,6,74,1.6,0.11,8,181,0
1369,28.2,7.1,7.9,108,3.3,0.42,65,137,0
1371,27.4,7,8,129,3.5,0.49,40,105,0
1372,27.3,7,8,130,3.3,0.46,33,93,0
1373,28.5,5.7,7.4,2323,6.3,1.47,400,541,0
1374,28.4,5.9,7.6,462,4.9,2.47,23,63,0
1375,28.4,7,7.7,107,3.8,0.4,131,285,0
1376,28.9,6.2,7.4,299,5.1,0.95,209,401,0
1377,28.2,5.9,7.8,33259,6.8,1.61,114,228,0
1378,28.9,7.2,7.9,77,3.2,0.42,164,282,0
1379,27,3.2,7.4,28018,46,1.67,908,1164,0
1380,27.9,6.8,7.8,350,2.6,1.99,2,72,1
1381,26.8,6.9,7.5,133,3.2,0.55,252,409,0
1382,27.2,6.9,7.5,143,3.4,0.54,149,307,0
1383,26.8,6.1,6.9,609,4.2,3.1,65,135,0
1384,26.9,6.8,7.4,129,3.2,0.86,51,133,0
1385,26.8,6.7,7.4,130,3.2,0.75,45,124,0
1386,26.9,6.6,7.4,130,5,0.74,67,158,0
1387,26.9,6.7,7.5,120,3.6,0.73,85,226,0
1388,26.2,7.1,7.9,139,3.2,0.45,74,147,0
1389,27.4,6,7.4,13925,59.1,3.08,4,116,0
1390,26.4,6.7,7.7,274,2.3,2.04,5,88,1
1391,26.7,6.3,7.9,326,2.5,2.32,2,71,1
1392,27.3,6.3,7.9,7392,2.4,6.41,4,71,1
1393,27.4,6.3,7.7,12051,4.4,5.37,4,102,0
1394,27.6,7,8.3,162,3.8,0.48,44,90,0
1395,27.5,7,8.3,212,3.6,0.44,47,90,0
1396,27.5,7.1,8.3,227,3.2,0.48,67,124,0
1397,26.9,6.8,8.2,314,4.3,0.45,28,69,0
1398,25.9,6.8,7.8,151,3.4,0.5,601,740,0
1399,25.9,7,7.8,123,3.4,0.44,42,100,0
1400,26,6.9,7.8,139,3.3,0.76,85,169,0
1401,26.9,6.8,8.2,313,4,0.49,49,99,0
1402,24.8,6.7,7.8,215,2.5,0.83,2,51,1
1403,26.2,6.7,7.8,204,2.5,0.77,2,68,1
1404,25.3,6.9,7.7,205,2.2,0.93,2,55,1
1405,26.6,7.1,6.9,72,0.5,0.25,278,641,1
1406,26.8,6.6,6.9,70,0.9,0.49,223,495,1
1407,26.6,6.9,7.1,52,0.8,0.18,46,520,1
1408,26.8,7.2,7,830,0.8,0.16,94,654,1
1409,29.3,6.3,6.9,95,1.3,0.99,750,1325,1
1410,25.4,7.2,7.4,164,0.9,0.46,1325,2225,1
1411,25.5,6.9,7.5,231,0.8,0.55,1000,1725,1
1412,26.6,6.5,6.9,101,1.3,0.47,468,1127,1
1413,24.7,7.1,7.1,64,0.6,0.4,283,646,1
1414,24.8,7.1,7.1,4600,0.6,0.35,229,538,1
1415,28,7.5,7.2,52,0.6,0.15,285,900,1
1416,27.4,2,6.8,265,2.4,2.3,1525,5425,0
1418,27.4,7.1,7,90,0.6,0.64,338,625,1
1419,26.5,6.1,7,248,0.8,0.66,500,1150,1
1420,28.4,6,7,94,1.1,0.13,183,370,1
1421,28.8,6.5,7.5,76,0.8,0.08,275,585,1
1422,26.7,1.5,6.6,192,3.6,0.92,881,2978,0
1423,26.4,2,6.8,79,2.4,0.2,456,1275,0
1424,26.5,7.2,7.1,52,0.6,0.15,298,687,1
1425,25.5,4,7.5,25964,1.1,0.76,945,1588,1
1426,28,7.2,7.3,54,0.9,0.25,330,610,1
1427,28,0.8,7.1,1239,11.9,1.87,4250,11000,0
1428,27.9,6.4,6.5,58,1.3,0.34,255,960,1
1429,28.1,6.3,6.8,77,1.2,0.16,73,208,1
1430,28.6,5.4,6.6,80,1.6,0.27,335,775,1
1431,25.3,5.8,7.8,666,1,0.24,993,1650,1
1432,28.3,6.6,7.2,12768,1.1,0.13,88,1412,1
1433,26.1,7.7,7.2,44,1,0.28,29,148,1
1434,24.3,7.1,7,27,0.4,0.11,73,218,1
1435,26,7.3,7.2,59,0.6,0.19,160,465,1
1436,28.5,7.8,7.1,119,0.7,0.87,875,1725,1
1437,26.6,7.3,7.1,54,1.3,0.41,415,913,1
1438,26.8,7,6.6,104,1.5,0.49,500,1000,1
1439,28,6,7.2,92,0.7,0.38,765,1390,1
1440,26.2,6.8,6.6,48,0.5,0.44,1225,2025,1
1441,28.5,5.6,7.1,20455,0.6,0.58,433,675,1
1442,26.5,7,7,56,1.1,0.43,768,1725,1
1443,29.3,6.7,6.9,2531,0.5,0.22,308,465,1
1444,29.3,6.2,7.2,15362,0.8,0.39,830,1303,1
1445,27,7.3,7.2,62,0.8,0.95,525,985,1
1446,27.3,7.6,7.2,59,0.6,0.65,463,1163,1
1447,27.9,6.4,6.8,83,0.5,0.42,175,575,1
1448,27.8,7,6.6,50,0.6,0.75,295,578,1
1449,27.8,6.7,6.8,76,1.2,1.21,310,625,1
1450,28.3,6.7,6.6,64,0.9,1.35,428,838,1
1451,27.5,5.6,6.9,943,1.5,0.4,655,1925,1
1452,26.3,7.4,7,38,0.9,0.26,386,1196,1
1453,27,6.7,6.9,43,1,0.3,1043,2750,1
1454,27.4,7.1,7.3,48,1.5,0.36,595,1775,1
1455,27,6.2,6.8,309,1.6,0.39,1129,2725,1
1456,27.4,5.2,6.8,61,1.8,0.33,1123,2650,1
1457,27.3,6.8,6.9,995,1.1,0.24,349,1258,1
1458,27,6.8,6.9,52,0.9,0.45,39,198,1
1459,27.8,6.2,6.6,44,0.7,0.21,715,1630,1
1460,28.4,4.5,6.5,77,1.1,0.34,400,2675,1
1461,28.8,4,7,19279,0.9,0.03,98,233,1
1462,28.8,7,7.4,69,1,0.12,230,660,1
1463,25.9,6.5,6.8,58,0.5,0.24,303,1026,1
1464,28,4.6,6.9,98,0.6,0.11,168,348,1
1465,28.5,6.6,7.3,12327,0.6,0.71,1326,2210,1
1466,28.8,7.1,7,51,1,0.78,750,1700,1
1467,27.6,6.2,7.5,371,1.1,1.62,3,528,1
1468,27.6,6.2,7.7,316,1.3,2.41,3,312,1
1469,28.3,7.3,7.1,241,2.9,1.17,100,185,1
1470,27.5,7.7,7.4,121,1.4,0.64,378,1255,1
1471,30.5,6.5,7.3,64,1,2.6,236,420,1
1472,29.5,6.9,7.4,57,1,1.28,46,409,1
1473,22.3,7.5,8,211,1.9,0.39,3005,6858,0
1474,22.3,7.2,8,263,3.7,0.63,6625,14725,0
1475,25,7,7.6,111,1.6,0.67,1081,2743,1
1476,25.9,7.5,7.9,205,1.5,1,1615,3542,1
1477,25.9,7.1,7.7,283,2.3,1.73,2882,6692,0
1478,24.8,7.4,8,263,1.7,0.65,3113,6617,0
1479,27.5,8.1,8,300,2.3,0.45,2272,4569,1
1480,28,7.8,8,13103,2.1,0.59,277,739,1
1481,25,7.4,8,207,1.5,0.53,1356,2872,1
1482,25.8,7.2,8,198,1.4,0.57,677,1850,1
1488,28.4,6.3,7.6,830,1.8,0.24,738,2020,1
1491,24.8,5.8,7.2,732,8.5,3.83,1089,4838,0
1492,24,5.6,7.4,1322,15.3,15,16750,41500,0
1493,25,5.4,7.3,809,10,4.2,4278,8975,0
1494,23.3,5.7,7.3,1103,14.3,13.75,20250,52500,0
1495,25.8,5.7,7.5,906,24,14.18,7863,17625,0
1496,25.8,3.5,7.4,1064,20,13.2,8000,14500,0
1497,25.8,3.2,7.6,1197,27.3,19.2,20250,40250,0
1498,26,4.7,7.3,1383,32.8,16.4,14388,42875,0
1499,26,4.8,7.4,1063,16,5.03,3138,8025,0
1500,24.4,5.3,7.5,1532,18.3,15.8,27000,63500,0
1501,23.4,5.6,7.5,1269,34.5,12.15,22000,60000,0
1502,24.3,5.4,7.4,1194,22,8.3,10000,35000,0
1506,28,4.8,7.9,650,3.2,0.68,6,62,0
1507,32,5,7.3,390,2.8,0.14,4,20,1
1508,21.4,8.3,7.6,334,1,0.49,9,16,1
1509,22.3,8.2,7.7,316,1.2,0.48,11,20,1
1511,22.8,8.3,7.6,304,1.2,0.51,12,20,1
1512,21.8,5.5,7.6,743,7.6,1.02,81,166,0
1513,26.9,5.1,7.8,657,1.7,0.26,6,23,1
1551,24.4,7.8,7.2,139,1.9,0.56,263,359,1
1552,21.8,6.5,3.1,489,6.1,0.52,32,47,0
1553,20.8,7.3,7,162,2.2,0.69,2085,2633,1
1554,25.2,7.8,7.1,136,1.9,0.52,303,409,1
1555,24,7.7,7.1,205,7,0.84,303,461,0
1556,23.4,8.1,7.1,267,1,0.11,2,12,1
1557,23.4,8,7,278,1.1,0.11,3,18,1
1558,23.2,6.9,7.2,268,1.1,0.11,6,37,1
1559,23.3,6.8,7.1,286,1.3,0.11,8,29,1
1561,28.6,6.3,8,164,3.4,0.3,380,528,0
1562,28.5,6.6,7.9,196,4.4,0.8,425,648,0
1563,29.9,5.6,7.5,15608,25,18.73,5,5,0
1571,26,5.1,8.1,533,3.7,0.45,3900,7500,0
1572,27,7.1,8,555,2,0.35,7500,15000,0
1573,27,6.8,8.2,26600,3.1,0.62,9000,23000,0
1574,29.3,8.1,7.6,938,8.6,0.4,22,108,0
1575,28.4,6.2,7.8,7778,2.7,0.26,2880,6581,0
1577,28.3,3.2,7.7,885,6.3,0.51,3900,9575,0
1743,25,8.23,7.38,143,1.55,3.55,255,360,1
1749,28,6.2,7.7,176,3.5,0.2,532,592,0
1750,29,6.3,8,198,4.2,0.3,524,686,0
