station_code;region;tempurature;dis_oxy;ph;conduct;bod;nit;coli;total_coli;potable
368;GOA;29.2;6.1;6.7;308;1.4;0.3;3355;5672;0
369;GOA;29.6;6.4;6.7;414;1;0.2;6073;9423;0
370;GOA;30;6.4;7.6;305;2.2;0.1;3478;4990;1
371;GOA;30.1;6.3;7.6;77;2.3;0.1;2606;4301;1
372;GOA;27.8;7.1;7.1;176;1.2;0.1;4573;7817;0
373;GOA;27.9;6.7;6.4;93;1.4;0.1;2147;3433;1
374;GOA;29.3;7.4;6.8;121;1.7;0.4;11633;18125;0
375;GOA;29.2;6.9;7;620;1.1;0.1;3500;6300;0
376;GOA;30;6;7.5;72;1.6;0.2;4995;9517;0
377;GOA;29;7.3;7;247;1.5;0.2;1095;2453;1
378;GOA;29.1;7.3;7;188;1;0.1;1286;3048;1
379;GOA;28.7;7;6.9;224;1.2;0.3;3896;6742;0
380;GOA;28.7;7.3;6.7;144;1.5;0.1;1940;3052;1
381;GOA;29.5;5.3;6.8;319;1.8;0.3;6458;10250;0
382;GOA;29;6.3;6.4;79;1.6;1.4;7592;12842;0
383;GOA;29.4;5.4;7.6;39;1.4;0.1;3176;6367;0
384;GOA;28.3;2.2;6.5;322;4.7;1.2;11210;14920;0
385;GOA;30.1;5.2;7.1;192;2.6;0.3;5073;8925;0
386;GOA;30.3;5.6;7.5;282;1.8;0.1;3205;5082;0
639;KERALA;28.5;6.6;7;70;1.4;0.1;550;822;1
387;GOA;30.5;5.5;7.4;275;1.5;0.1;4698;8625;0
388;GOA;29.1;7.3;6.7;55;1.4;0.1;2638;4003;1
389;GOA;30.1;6.5;7.5;415;2;0.1;864;1538;1
390;GOA;29.2;7.2;6.3;100;1.5;0.1;7942;13575;0
393;MAHARASHTRA;26.3;6.6;7.9;1610;4.7;0.4;2;107;0
394;ANDHRA PRADESH;29.1;5.8;8.2;498;1.3;2;13;102;1
395;ANDHRA PRADESH;29.6;5.2;8.2;555;1.6;2.9;19;158;1
396;ANDHRA PRADESH;28.5;6.3;8.4;451;0.8;0.9;9;90;1
397;ANDHRA PRADESH;28.3;6.6;8.4;427;1;1;9;82;1
398;KARNaNTAKA;27.9;7;7.8;543;2.3;1.3;786;1400;1
401;MAHARASHTRA;26.1;5.1;8.1;369;11.3;1.1;140;220;0
402;MAHARASHTRA;24.9;6;8.2;403;8.9;1;90;130;0
403;MAHARASHTRA;23.9;6.2;8.2;458;8.9;2.2;110;140;0
404;MAHARASHTRA;23.4;5.1;8.2;577;10.7;2.3;110;140;0
405;MAHARASHTRA;24.4;5.4;8.1;678;10.6;2.7;50;80;0
406;MAHARASHTRA;23.7;5.7;8.2;498;8.9;2.1;40;70;0
407;MADHYA PRADESH;22.7;7.4;7.4;450;2.2;0.4;39;67;1
408;MADHYA PRADESH;21.4;7.3;8;386;2.3;1;15;95;1
409;MADHYA PRADESH;23;7.7;8.1;292;1.5;4.8;0;36;1
410;MAHARASHTRA;33.3;4.8;8.3;482;10.8;6;170;277;0
411;MAHARASHTRA;28.1;5.9;8.1;341;9.1;1.2;82;132;0
412;MAHARASHTRA;27.3;5.3;8.2;273;9.6;1.7;98;180;0
413;MAHARASHTRA;25.1;6.2;8.2;393;9.1;2.4;110;170;0
414;MAHARASHTRA;24.3;5.3;8.2;388;10.6;1.2;140;240;0
415;MAHARASHTRA;24.1;5.7;8.2;366;8.6;0.9;170;280;0
416;MAHARASHTRA;24.1;5.5;8.2;607;10.4;2.9;114;193;0
417;MADHYA PRADESH;23.7;7.4;7.7;403;2.1;0.3;39;127;1
418;MAHARASHTRA;33.8;4.8;8.2;477;10.5;6.7;131;221;0
419;MAHARASHTRA;24.4;5.5;8.2;534;10.1;2.7;103;157;0
420;MAHARASHTRA;24.9;5.1;8.2;523;11.1;2.7;140;222;0
421;MAHARASHTRA;26.3;4.7;8.4;940;15.1;11.5;183;273;0
422;MAHARASHTRA;23.2;4.2;8.4;685;13;8.4;363;420;0
423;MAHARASHTRA;31.6;5.1;8.3;435;9.7;2.5;152;231;0
424;ANDHRA PRADESH;21.6;6.9;7.5;469;0.8;0.5;2;1100;1
426;MAHARASHTRA;27.6;6.5;7.7;1127;5.7;0.3;3;108;0
427;MAHARASHTRA;22.1;5.2;7.9;306;4.5;2.2;47;136;0
428;MAHARASHTRA;21.6;4.7;7.9;262;3.4;1.2;33;106;0
429;MAHARASHTRA;21.9;5.5;8;247;3.7;1.1;39;104;0
430;MAHARASHTRA;22.7;5.4;8.1;244;3.6;1;44;117;0
431;MAHARASHTRA;21.3;4.9;7.9;272;3.4;0.6;59;155;0
432;MAHARASHTRA;25;5.8;8.3;506;8.5;2.6;14;34;0
433;MAHARASHTRA;24.6;5.1;8.3;534;9.5;3.2;26;50;0
434;MAHARASHTRA;25.3;4.9;8.4;966;12.8;11.7;133;247;0
435;MAHARASHTRA;31.2;5.2;8.3;432;9.8;2.3;113;186;0
436;MAHARASHTRA;31.1;4.7;8.2;432;11.2;2.3;150;246;0
437;KARNaNTAKA;28.9;7;8;736;1.5;4.9;700;1250;1
438;KARNaNTAKA;27.5;7.1;7.9;447;1.5;1;558;1040;1
439;KARNaNTAKA;27.5;6.8;7.4;237;4.5;0.2;796;1460;0
440;KARNaNTAKA;28.5;6.6;7.7;371;1.2;0.6;620;1080;1
441;KARNaNTAKA;28.5;6.9;8;1004;3.3;2.1;740;1390;0
442;KARNaNTAKA;27;7.1;7.9;1017;4;1.5;732;1350;0
443;KARNaNTAKA;25.8;7.2;7.9;286;2.4;0.1;71;157;1
444;KARNaNTAKA;26.1;7;8;415;2.9;0.3;93;191;1
445;KARNaNTAKA;29.9;7.2;7.9;613;1.9;0.2;927;1542;1
446;KARNaNTAKA;27;6.5;7.9;536;6;0.4;179;386;0
447;KARNaNTAKA;26.9;6.5;7.9;398;4;0.2;143;288;0
448;KARNaNTAKA;26.5;6.7;8;383;3.6;0.2;129;279;0
449;KARNaNTAKA;29.8;7.2;8.1;448;1.9;0.2;808;1425;1
450;KARNaNTAKA;26.1;7.2;7.9;313;2.7;0.1;69;152;1
451;KARNaNTAKA;26.2;7.2;7.9;290;2.9;0.1;55;133;1
452;ANDHRA PRADESH;27.7;7.1;8.1;956;2.2;2.5;18;544;1
453;ANDHRA PRADESH;27;6.9;8.2;999;3;3.1;23;620;0
454;KARNaNTAKA;27.6;6;7.8;166;3.5;0.2;273;734;0
455;KARNaNTAKA;28.5;6.4;8;219;3.3;0.3;150;291;0
456;KARNaNTAKA;21.8;5.5;13.7;223;1;0.1;718;2946;0
457;KARNaNTAKA;29.5;5.8;7.7;245;4.2;0.2;867;1542;0
458;KARNaNTAKA;28.8;6;7.8;226;3.3;0.2;145;302;0
459;KARNaNTAKA;29.6;6.5;8;154;2;0.2;58;130;1
460;KARNaNTAKA;21.5;5.5;7.4;185;1;0.1;532;2064;1
464;ANDHRA PRADESH;28.6;5.4;8.2;1062;2.1;2.6;21;67;1
465;ANDHRA PRADESH;25.5;6.9;8;838;0.9;0.6;2;1450;1
466;ANDHRA PRADESH;24;6.6;8.3;905;0.7;0.5;2;1400;1
467;KARNaNTAKA;29.1;6.9;8.3;596;2.6;0.3;842;1425;1
468;KARNaNTAKA;29;6.8;8.4;575;2.6;0.4;696;1483;1
469;ANDHRA PRADESH;28.3;4.8;7.9;1868;5.6;10.3;21;181;0
470;ANDHRA PRADESH;27;6.8;7.8;648;3.6;5;14;554;0
471;KARNaNTAKA;27.3;7;8.1;734;1.3;0.9;820;1460;1
472;GOA;31.6;7.3;7.2;46;1.2;1.23;108;413;1
473;GOA;30.8;7.1;6.7;48;1.4;0.26;7453;12640;0
474;GOA;30.2;7.4;6.9;80;0.8;0;160;329;1
475;GOA;29.7;4.1;6.7;141;2;1;4428;7894;0
476;GOA;29.1;2.7;6.4;137;2.2;0.77;3207;4719;0
477;GOA;31.6;5.9;6.6;110;2.7;1;1666;12638;0
478;GOA;30.3;1.3;6.6;350;2.9;0;18857;32714;0
479;GOA;31.6;4.9;6.5;148;2.8;1.05;2864;4218;1
481;GUJARAT;27.6;6.5;8.6;649;21.8;4;5064;2487;0
482;GUJARAT;29.5;7.03;8.1;320;29.5;3.23;783;12400;0
483;GUJARAT;28;7.8;8;2225;5.5;2;2568;2448;0
484;GUJARAT;29.3;6.4;8;23125;4.8;2;4500;178;0
489;GUJARAT;28.3;6.8;8;1870;13;1;4;29;0
490;GUJARAT;28.5;7.1;7.5;2100;21;1;4;95;0
499;GUJARAT;29;5.9;7.8;1453;7.3;6.45;30;7;0
500;GUJARAT;27.8;2.4;8;351;6.6;6.22;24;959;0
501;MADHYA PRADESH;26;8.3;8.3;270;2.1;3;4;87;1
502;MADHYA PRADESH;25.7;9.1;8;461;5.5;1.06;7;363;0
503;MADHYA PRADESH;25;5.8;7.7;872;1.9;12;7;170;1
504;MADHYA PRADESH;22;7.6;7.5;408;2;1.92;7;55;1
505;MADHYA PRADESH;22;6.8;7.5;428;2.1;2;13;82;1
506;MADHYA PRADESH;29.2;7.5;7.4;59;3.1;5;26;364;0
507;MADHYA PRADESH;27;7.6;7.9;680;6.4;17;8;382;0
508;MADHYA PRADESH;26.1;8.2;8.3;263;2.3;3;4;97;1
509;MADHYA PRADESH;26.8;8.2;8.2;277;2.2;2;4;88;1
510;MADHYA PRADESH;25.4;7.1;8.1;273;2.2;4;4;94;1
511;MADHYA PRADESH;26.7;7.3;7.9;301;1.8;6.66;3;93;1
512;MADHYA PRADESH;22.5;4.4;7.7;464;4.4;12;5;260;0
513;MADHYA PRADESH;22.3;7.3;7.9;502;7.6;2;12;121;0
514;MADHYA PRADESH;22.5;7.4;7.7;495;5;3;5;200;0
515;MADHYA PRADESH;22.1;6.9;7.5;448;4.3;2;8;49;0
519;RAJASTHAN;23.8;5.3;8.2;572;1.5;1;7;65;1
520;RAJASTHAN;23.9;4.6;8.4;1463;3.2;1;16;557;0
521;RAJASTHAN;19.9;4.7;8.2;321;1.5;1;12;242;1
522;RAJASTHAN;24.3;5;8.4;583;1.2;1;4;12;1
523;RAJASTHAN;23.2;8.4;8.3;300;1;2;5;21;1
524;RAJASTHAN;21.7;5.7;8;295;1.1;1;5;9;1
525;RAJASTHAN;26.1;4.5;7.9;483;1.5;1;5;15;1
526;RAJASTHAN;24.4;5;8;314;1.9;2;4;7;1
527;RAJASTHAN;30.3;5.1;7.9;266;0.9;1.08;4;7;1
528;RAJASTHAN;21.3;5;8.6;604;1.2;2.29;4;11;1
529;RAJASTHAN;21.2;4.9;8.6;593;1.1;1;4;7;1
530;RAJASTHAN;23.2;4.4;8.1;538;1.2;1;5;14;1
531;RAJASTHAN;22.9;5.6;8.4;591;1.1;3;4;8;1
532;RAJASTHAN;22.9;5.8;8.5;588;1.2;3;4;6;1
533;RAJASTHAN;28.7;4.1;7.9;1133;2.3;2;7;67;1
534;RAJASTHAN;24.3;3.5;8.9;2004;6.5;1;13;248;0
600;KERALA;25.1;6.7;7.5;85;1.4;1;183;420;1
601;KERALA;24.6;5.8;7.4;77;1.4;0.8;285;691;1
602;KERALA;25.7;6.6;7.5;75;1.4;0.7;183;448;1
603;KERALA;24.8;6.7;7.5;82;1.4;1;161;443;1
604;KERALA;27.3;6.7;6.9;56;0.9;0.2;82;172;1
605;KERALA;27.5;6.5;6.7;2240;1.2;0.2;136;304;1
606;KERALA;25.2;6.3;6.9;73;1.6;0;787;2008;1
607;KERALA;29.9;7;7.4;130;0.7;0.1;301;590;1
608;KERALA;29.8;6.6;7.7;191;1.6;0.2;362;661;1
609;KERALA;27.8;6.9;6.9;134;1.1;0.4;249;531;1
610;KERALA;26.7;7;7.5;80;0.8;0.4;2573;3583;1
611;KERALA;25.8;6.7;7.4;14526;0.8;0.6;1411;1969;1
612;KERALA;26.4;7.2;7.4;82;0.7;0.5;840;1311;1
613;KERALA;29.8;7.5;7.2;67;1.1;0.1;76;590;1
614;KERALA;28.6;3;6.6;965;1.7;1.2;247;530;0
615;KERALA;26.9;5.9;7.4;17990;0.7;0.5;1888;2803;1
616;KERALA;26;6.7;7.5;90;1.6;0.9;199;473;1
617;KERALA;23.6;6.1;7.4;4429;2;1.6;243;550;1
618;KERALA;30.3;6.7;6.9;87;1.7;0.2;155;350;1
619;KERALA;30.7;6.9;6.8;85;1.6;0.2;82;206;1
620;KERALA;28.7;2.1;6.8;101;1.6;0.8;431;694;0
621;KERALA;28.2;2.5;6.9;83;1.9;0.3;353;656;0
622;KERALA;24.8;7.2;7.6;75;1.4;1;188;426;1
623;KERALA;26.3;3.7;7.7;32005;1.2;0.9;40000;60392;0
624;KERALA;29.2;6.1;7.6;281;1.2;0.7;384;718;1
625;KERALA;26.6;6.7;7.6;106;0.5;2.5;44;71;1
626;KERALA;30.4;7.6;7.1;58;1.2;0.1;163;961;1
627;KERALA;25.5;1.9;7.7;2941;26.9;2.8;10875;37375;0
628;KERALA;25.1;7.4;7;35;0.1;0;165;409;1
629;KERALA;28.9;6.4;7.2;63;1.3;0.4;121;535;1
630;KERALA;28.8;5.4;6.7;65;1.1;0.3;60;144;1
631;KERALA;29.3;5.6;7.3;90;1.6;0.4;268;705;1
632;KERALA;29.5;7.1;8;728;1.2;0.4;374;697;1
633;KERALA;28.4;5.9;6.8;13953;1.5;0.4;70;166;1
634;KERALA;26.9;7.4;6.9;57;1.1;0.3;70;159;1
635;KERALA;25.8;7.2;7.2;41;0.7;0.2;441;658;1
636;KERALA;26.6;6.5;7.4;71;0.6;0.3;4192;7018;0
637;KERALA;25.3;6.8;7.1;81;0.8;0;389;1268;1
638;KERALA;28.2;6.8;6.9;68;1.7;0.1;449;660;1
640;KERALA;27.6;6.4;7.7;100;0.6;0.9;56;88;1
641;KERALA;29;7.3;6.9;96;1.9;0.2;89;825;1
642;KERALA;27.5;6.8;6.6;49;0.5;0.4;1719;2950;1
643;KERALA;30;5.6;7.2;24360;2.1;0.3;92;447;1
644;KERALA;27.8;6.9;6.8;59;0.6;0.5;1916;3375;1
645;KERALA;30.2;7.1;6.8;14410;1.8;0.1;65;468;1
646;KERALA;30.8;6.2;7.2;22757;1.5;0.1;98;542;1
647;KERALA;25.3;6.7;7.1;66;0.6;0;222;626;1
648;KERALA;25.3;7.2;7;59;0.6;0;165;433;1
649;KERALA;25.8;6;7.6;120;1.3;1.1;212;523;1
650;KERALA;27.2;5.2;6.8;55;0.6;0.7;171;313;1
651;KERALA;28.1;4.8;6.8;86;0.7;0.8;208;332;1
652;KERALA;28.3;3.9;6.9;62;0.5;0.7;155;284;0
653;KERALA;28.1;5;6.9;3185;1.8;0.4;290;667;1
654;KERALA;27.7;7;7;36;1.1;0.2;276;541;1
655;KERALA;28;6.3;6.9;64;1.2;0.3;381;815;1
656;KERALA;28.2;6.2;6.9;86;1.3;0.2;372;1007;1
657;KERALA;28;5.7;6.8;2640;1.9;0.5;385;759;1
658;KERALA;28.1;5.7;6.9;53;3.1;0.4;574;1205;0
659;KERALA;28.1;6.6;7.1;2007;1.3;0.2;356;785;1
660;KERALA;28.1;6.6;7;46;1.3;0.3;228;472;1
661;KERALA;27.3;6.5;6.5;43;0.9;0.4;87;188;1
662;KERALA;28.3;6.7;6.3;54;0.9;0.1;136;610;1
663;KERALA;29.1;4.3;7.2;113;1.8;0.4;188;796;1
664;KERALA;28.7;4.6;6.7;12561;1.5;0.6;72;171;1
665;KERALA;28.5;7.7;6.9;61;1.6;0;88;554;1
666;KERALA;26.6;5.8;6.5;61;1;0.4;70;151;1
667;KERALA;31;4.5;6.9;1614;2.1;0.6;131;230;1
668;KERALA;30.5;6.9;7.2;20950;1.3;0.2;113;643;1
669;KERALA;28.8;6.6;7;14487;0.9;0.3;55;103;1
670;KERALA;25.3;6.9;7.5;54;0.6;0;319;1633;1
671;ANDHRA PRADESH;25.9;5.5;7.6;569;1.3;0.9;18;141;1
672;ANDHRA PRADESH;26.5;5.4;7.8;310;0.8;2.4;7;107;1
673;ANDHRA PRADESH;18.9;7.1;7.8;516;0.7;0.5;2;1238;1
674;ANDHRA PRADESH;20.5;6.9;8;505;0.9;0.7;2;1563;1
675;KARNaNTAKA;27.1;7.3;7.3;109;2.4;3.4;18;65;1
676;KARNaNTAKA;26.3;7.5;7.5;83;2.1;2;22;74;1
677;KARNaNTAKA;29.1;6.4;7.2;102;1;0;137;1223;1
678;KARNaNTAKA;28.4;6.5;7.1;92;1;0;155;1342;1
679;ODISHA;24.7;7.7;7.9;232;1.3;0.8;30790;40500;0
680;ODISHA;24.4;7.5;7.8;519;2.1;0.7;38700;53556;0
681;ODISHA;22.7;7.3;7.2;103;0.7;1.7;4871;13810;0
682;ODISHA;24.8;7.4;7.9;196;0.7;0.6;5323;15213;0
683;ODISHA;24;7.4;7.8;244;1.9;1;20880;12473;0
684;ODISHA;22.8;7.5;8;243;1.7;0.9;8780;30319;0
685;ODISHA;26.8;7.2;8;296;1.5;0.7;1468;4314;1
686;ODISHA;27.4;6.6;7.8;25034;1.5;0.9;1671;4224;1
687;ODISHA;25.3;7.5;7.9;194;1;1;2906;8559;0
688;ODISHA;27.1;7.4;7.9;170;0.8;0.9;4948;16709;0
694;TAMILNaNDU;29.3;6.5;7.4;1063;2;0.6;177;374;1
695;TAMILNaNDU;22.8;6.8;6.6;63;2.9;0.1;11;36;1
696;TAMILNaNDU;24.5;6.6;6.4;101;2.5;0.2;13;41;1
697;TAMILNaNDU;25.5;6.6;6.5;136;2.5;0.2;13;45;1
698;TAMILNaNDU;29;6.7;6.9;226;2.2;0.2;12;38;1
699;TAMILNaNDU;23.8;6.7;6.3;72;2.7;0.2;9;32;1
700;TAMILNaNDU;22.8;6.7;6.4;61;4.6;0.1;10;34;0
701;TAMILNaNDU;29;6.6;7.2;1300;2.7;0.2;21;60;1
702;TAMILNaNDU;29;6.7;7;461;2.5;0.1;17;51;1
703;TAMILNaNDU;23;6.6;6.2;69;2.5;0.1;11;38;1
704;TAMILNaNDU;29;6.8;6.9;241;2.5;0.1;14;48;1
705;TAMILNaNDU;25.7;6.5;6.6;159;2.4;0.2;11;41;1
706;TAMILNaNDU;25.7;6.6;6.7;170;2.5;0.2;10;34;1
707;TAMILNaNDU;24.3;0.9;7.6;2039;104.5;0.9;272521616;511090873;0
733;MEGHALAYA;25.5;7.2;7.5;119;2.3;3.8;33;74;1
734;MEGHALAYA;25.1;7.2;7.5;120;2.3;4.1;31;67;1
735;MEGHALAYA;25.2;7.5;7.3;82;1.8;2.8;30;70;1
736;MEGHALAYA;23.2;7.5;7.5;111;2.4;3;293;506;1
737;MEGHALAYA;20.1;5.3;3.3;831;7.7;3.2;18;36;0
738;MEGHALAYA;18.3;7.2;7.2;56;1.7;2.6;21;42;1
739;MEGHALAYA;19.3;7.5;7.2;66;1.6;2.5;22;44;1
740;MEGHALAYA;24;7.8;7;74;2.3;4.3;28;108;1
741;MEGHALAYA;20.5;6.7;2.7;1350;3.3;1.1;7;16;0
742;MEGHALAYA;21.2;7.3;6.6;274;2.5;2.4;176;386;1
743;MEGHALAYA;26.3;7.4;7.3;67;1.8;2.5;25;55;1
744;MEGHALAYA;25.5;7.2;7.4;82;2;2.8;26;61;1
745;MEGHALAYA;20;7.3;7.1;55;1.9;2.5;24;53;1
746;MEGHALAYA;20.3;7.3;7.1;57;2;2.4;24;50;1
747;MEGHALAYA;19.4;6.6;7.1;114;2.6;2.8;2142;3108;1
748;MEGHALAYA;21;7.3;5.6;56;1.8;2.1;16;34;0
749;MEGHALAYA;19.2;5.1;7;105;3.6;4.7;351;780;0
750;MEGHALAYA;18.3;7.3;7.1;51;1.6;2.4;19;40;1
751;MEGHALAYA;19.6;7.7;7.2;50;1.6;2;19;36;1
752;MEGHALAYA;23.7;7.6;7.3;115;2.1;3.7;301;528;1
753;MEGHALAYA;18.2;6.2;7;81;2.4;5.1;36;79;1
754;MEGHALAYA;18.8;7.2;7.1;66;1.9;3.4;28;63;1
755;MEGHALAYA;18.9;7.4;7.1;57;1.5;2.9;13;40;1
756;MEGHALAYA;25.1;7.5;7.4;144;1.7;3.5;26;59;1
757;MEGHALAYA;18.8;7.1;7.1;63;1.9;5.6;22;48;1
758;MEGHALAYA;20.2;7.3;7.2;65;1.9;3.3;24;48;1
759;MEGHALAYA;20;7.3;7.3;65;2;3;25;54;1
760;MEGHALAYA;18.5;1.5;6.9;345;33.9;16.9;23232;34251;0
761;MEGHALAYA;18.8;3.9;7.1;233;17;10.5;13174;22223;0
762;MEGHALAYA;18.3;1;7.2;376;57.2;20.3;48665;83554;0
763;MEGHALAYA;18.5;0.9;7.2;506;61.1;19.6;64250;106333;0
764;MEGHALAYA;18.2;7.2;7;66;1.9;3.7;28;60;1
765;MEGHALAYA;22.1;7.7;7.2;62;1.6;3;27;59;1
766;MEGHALAYA;17.6;7.3;6.9;61;2.2;2;25;52;1
767;MEGHALAYA;18.7;1.2;7.1;380;45.7;15.6;51583;94083;0
768;MEGHALAYA;18.7;3.2;7.1;258;23.5;10.3;31833;54083;0
769;MEGHALAYA;23.1;7.2;7.2;124;6.9;4.5;348;552;0
770;MEGHALAYA;22.6;7.2;7.1;65;2.1;2.4;56;120;1
771;MEGHALAYA;20;7.5;7.3;64;1.9;3.3;21;42;1
772;MEGHALAYA;19.9;7.6;7.3;65;1.9;3.8;21;43;1
774;MIZORAM;24.4;7.2;7.3;275;1.5;0.1;4;68;1
777;TRIPURA;27.3;6.2;7.8;165;2.1;0;282;340;1
778;TRIPURA;29.1;6.4;7.8;158;4.1;0.5;458;500;0
779;TRIPURA;26.6;6.6;7.9;210;4.2;1.9;510;572;0
781;GUJARAT;27.1;7.3;7.9;693;0.5;1;161;173;1
1078;MAHARASHTRA;27;4.8;7.2;5429;8.4;2.08;177;408;0
782;GUJARAT;27.3;5;7.6;1676;1.8;8;329;174;1
784;GUJARAT;24.5;6;7.7;1863;8.6;1;47;1183;0
786;GUJARAT;27.5;5.3;7.8;817;2.8;1;9;23;1
788;GUJARAT;28.4;4.5;8.3;1287;1.5;11;116;5;1
790;GUJARAT;27.6;6.8;8.2;1862;2.5;0.87;7;64;1
793;GUJARAT;27;6.7;8.1;2520;7.2;1;6;41;0
796;GOA;30;5.6;7.5;41;2;0.08;7022;13410;0
797;GOA;30.4;5.5;6.7;209;0.8;0.17;1893;2915;1
798;GOA;30.8;5.5;7.1;123;1.5;0.09;3293;6264;0
799;GOA;30.3;5.3;7.3;182;1.5;0.08;1976;3080;1
800;GOA;30.1;6;7.6;100;1.2;0.17;5129;6086;0
801;GOA;29.9;5.7;6.9;111;1;0.14;939;3061;1
802;GOA;29.1;6.4;7.1;140;1.1;0.1;4464;7908;0
803;GOA;29.9;6.2;7.8;44;2;0.06;9429;9320;0
804;GOA;29.8;6.1;7.6;43;1.8;0.06;6668;9554;0
805;GOA;27.9;7;6.9;64;1.1;0.09;1641;2841;1
806;GOA;28.2;6.6;6.5;62;1;0.14;4073;7190;0
807;GOA;29.6;7;6.8;304;2;0.49;12140;23867;0
808;GOA;28.8;7;7;55;1.2;0.66;1298;2813;1
809;GOA;29.5;6.3;7.6;213;1.5;0.06;3803;7069;0
810;GOA;29.8;6.7;6.8;83;1.2;0.17;2140;3559;1
811;GOA;29.7;7.1;6.6;76;1;0.12;2367;3527;1
812;GOA;28.7;6.7;6.6;107;1.3;0.22;2461;3757;1
813;GOA;27.9;7.2;6.7;89;0.9;0.06;832;1996;1
814;GOA;29.3;4.2;6.7;192;2;0.16;4448;9286;0
