STATION CODE,STATE,District,Lat,Lng
1037,Tripura,South tripura,23.2317,91.5596
1038,Tripura,South tripura,23.2317,91.5596
1039,Tripura,West Tripura,23.8997,91.4048
1041,Gujarat,Palanpur,24.1712,72.4319
1042,Gujarat,Palanpur,24.1712,72.4319
1043,Gujarat,Surat,21.1762,72.8295
1044,Gujarat,Surat,21.1762,72.8295
1045,Gujarat,Jamnagar,22.4700,70.0700
1047,Goa,South Goa,15.1177,74.124
1048,Goa,South Goa,15.1177,74.124
1049,Goa,South Goa,15.1177,74.124
1050,Goa,South Goa,15.1177,74.124
1051,Goa,South Goa,15.1177,74.124
1052,Goa,South Goa,15.1177,74.124
1053,Goa,South Goa,15.1177,74.124
1054,Goa,South Goa,15.1177,74.124
1055,Goa,South Goa,15.1177,74.124
1056,Goa,South Goa,15.1177,74.124
1057,Goa,South Goa,15.1177,74.124
1058,Goa,South Goa,15.1177,74.124
1059,Goa,South Goa,15.1177,74.124
1060,Goa,South Goa,15.1177,74.124
1061,Goa,South Goa,15.1177,74.124
1062,Goa,South Goa,15.1177,74.124
1063,Goa,South Goa,15.1177,74.124
1064,Goa,South Goa,15.1177,74.124
1065,Goa,South Goa,15.1177,74.124
1066,Goa,South Goa,15.1177,74.124
1067,Goa,South Goa,15.1177,74.124
1068,Goa,South Goa,15.1177,74.124
1069,Goa,South Goa,15.1177,74.124
1070,Goa,South Goa,15.1177,74.124
1071,Goa,South Goa,15.1177,74.124
1072,Goa,South Goa,15.1177,74.124
1073,Goa,South Goa,15.1177,74.124
1074,Maharashtra,Raigad Fort,18.2350,73.4478
1075,Maharashtra,Thane,19.4305,72.9656
1076,Maharashtra,Thane,19.4305,72.9656
1077,Maharashtra,Thane,19.4305,72.9656
1078,Maharashtra,Ratnagiri,16.9800,73.3000
1079,Maharashtra,Dhule district,21.0577,74.6869
1080,Maharashtra,Raigad Fort,18.2350,73.4478
1081,Maharashtra,Ratnagiri,16.9800,73.3000
1082,Maharashtra,Raigad Fort,18.2350,73.4478
1083,Maharashtra,Raigad Fort,18.2350,73.4478
1084,Maharashtra,Ratnagiri,16.9800,73.3000
1085,Maharashtra,Ratnagiri,16.9800,73.3000
1086,Maharashtra,Raigad Fort,18.2350,73.4478
1087,Maharashtra,Raigad Fort,18.2350,73.4478
1088,Maharashtra,Raigad Fort,18.2350,73.4478
1089,Maharashtra,Raigad Fort,18.2350,73.4478
1090,Maharashtra,Raigad Fort,18.2350,73.4478
1091,Maharashtra,Raigad Fort,18.2350,73.4478
1092,Maharashtra,Raigad Fort,18.2350,73.4478
1093,Maharashtra,Thane,19.4305,72.9656
1094,Maharashtra,Pune district,18.6833,74.03
1095,Maharashtra,Raigad Fort,18.2350,73.4478
1096,Maharashtra,Raigad Fort,18.2350,73.4478
1097,Maharashtra,Raigad Fort,18.2350,73.4478
1098,Maharashtra,Raigad Fort,18.2350,73.4478
1099,Maharashtra,Thane,19.4305,72.9656
1100,Maharashtra,Thane,19.4305,72.9656
1101,Maharashtra,Thane,19.4305,72.9656
1102,Maharashtra,Thane,19.4305,72.9656
1103,Maharashtra,Thane,19.4305,72.9656
1104,Maharashtra,Thane,19.4305,72.9656
1105,Maharashtra,Thane,19.4305,72.9656
1106,Maharashtra,Thane,19.4305,72.9656
1107,Maharashtra,Thane,19.4305,72.9656
1108,Maharashtra,Ratnagiri,17.2478,73.3709
1109,Maharashtra,Ratnagiri,17.2478,73.3709
1110,Kerala,Kollam,8.8800,76.6000
1111,Kerala,Kollam,8.8800,76.6000
1112,Kerala,Kollam,8.8800,76.6000
1113,Kerala,Kollam,8.8800,76.6000
1114,Kerala,Kannur,11.8608,75.4140
1115,Kerala,Kannur,11.8608,75.4140
1116,Kerala,Pathanamthitta,9.2656,76.7853
1117,Kerala,Malappuram,11.0410,76.0830
1118,Kerala,Malappuram,11.0410,76.0830
1119,Kerala,Thrissur,10.5200,76.2100
1120,Kerala,Malappuram,11.0410,76.0830
1121,Kerala,Malappuram,11.0410,76.0830
1122,Kerala,Malappuram,11.0410,76.0830
1123,Kerala,Kasaragod,12.4997,74.9870
1124,Kerala,Kasaragod,12.4997,74.9870
1125,Kerala,Kasaragod,12.4997,74.9870
1126,Kerala,Kollam,8.8800,76.6000
1127,Kerala,Kollam,8.8800,76.6000
1128,Kerala,Kozhikode,11.2591,75.7820
1129,Kerala,Kozhikode,11.2591,75.7820
1130,Kerala,Kasaragod,12.4997,74.9870
1131,Kerala,Kasaragod,12.4997,74.9870
1132,Kerala,Kollam,8.8800,76.6000
1133,Kerala,Kozhikode,11.2591,75.7820
1134,Kerala,Palakkad,10.7925,76.5553
1135,Kerala,Wayanand,11.6854,76.132
1136,Kerala,Kasaragod,12.4997,74.9870
1137,Kerala,Thiruvananthapuram,8.4875,76.9525
1138,Kerala,Thiruvananthapuram,8.4875,76.9525
1139,Kerala,Thiruvananthapuram,8.4875,76.9525
1140,Kerala,Palakkad,10.7925,76.5553
1141,Kerala,Thrissur,10.5200,76.2100
1142,Kerala,Thrissur,10.5200,76.2100
1143,Kerala,Kannur,11.8608,75.4140
1144,Kerala,Kannur,11.8608,75.4140
1145,Kerala,Kozhikode,11.2591,75.7820
1146,Kerala,Thiruvananthapuram,8.4875,76.9525
1147,Kerala,Thiruvananthapuram,8.4875,76.9525
1148,Kerala,Kottayam,9.5800,76.5200
1149,Kerala,Kottayam,9.5800,76.5200
1150,Kerala,Kottayam,9.5800,76.5200
1151,Kerala,Wayanand,11.6854,76.132
1152,Kerala,Wayanand,11.6854,76.132
1153,Kerala,Kasaragod,12.4997,74.9870
1154,Kerala,Kasaragod,12.4997,74.9870
1155,Kerala,Kasaragod,12.4997,74.9870
1156,Kerala,Kasaragod,12.4997,74.9870
1157,Kerala,Thiruvananthapuram,8.4875,76.9525
1158,Kerala,Thiruvananthapuram,8.4875,76.9525
1159,Kerala,Pathanamthitta,9.2656,76.7853
1160,Kerala,Alappuzha,9.4900,76.3300
1161,Kerala,Alappuzha,9.4900,76.3300
1162,Kerala,Idukki,9.8500,76.9700
1163,Kerala,Idukki,9.8500,76.9700
1164,Kerala,Idukki,9.8500,76.9700
1165,Kerala,Idukki,9.8500,76.9700
1166,Kerala,Idukki,9.8500,76.9700
1167,Kerala,Idukki,9.8500,76.9700
1168,Kerala,Idukki,9.8500,76.9700
1169,Kerala,Idukki,9.8500,76.9700
1170,Kerala,Idukki,9.8500,76.9700
1171,Kerala,Kannur,11.8608,75.4140
1172,Kerala,Thrissur,10.5200,76.2100
1173,Kerala,Thrissur,10.5200,76.2100
1174,Kerala,Kottayam,9.5800,76.5200
1175,Kerala,Kottayam,9.5800,76.5200
1176,Kerala,Kannur,11.8608,75.4140
1177,Kerala,Kannur,11.8608,75.4140
1178,Kerala,Kasaragod,12.4997,74.9870
1179,Kerala,Kasaragod,12.4997,74.9870
1180,Kerala,Kasaragod,12.4997,74.9870
1181,Andhra Pradesh,Visakhapatnam,17.7085,83.2438
1182,Andhra Pradesh,Visakhapatnam,17.7085,83.2438
1183,Andhra Pradesh,Khammam,17.2500,80.1500
1184,Andhra Pradesh,Khammam,17.2500,80.1500
1185,Karnataka,Uttara Kannada,14.6000,74.7000
1186,Karnataka,Uttara Kannada,14.6000,74.7000
1189,Odisha,Balasore,21.4916,86.9150
1190,Odisha,Balasore,21.4916,86.9150
1191,Odisha,Rayagada,19.1754,83.4109
1192,Odisha,Rayagada,19.1754,83.4109
1193,Odisha,Rayagada,19.1754,83.4109
1194,Odisha,Rayagada,19.1754,83.4109
1195,Odisha,Ganjam,19.3800,85.0700
1196,Odisha,Ganjam,19.3800,85.0700
1197,Odisha,Muniguda,19.6300,83.4900
1198,Odisha,Rayagada,19.1754,83.4109
1204,Tamil Nadu,Tirupattur,12.5000,78.6000
1205,Tamil Nadu,Tirunelveli,8.7288,77.7046
1206,Tamil Nadu,Tirunelveli,8.7288,77.7046
1207,Tamil Nadu,Tirunelveli,8.7288,77.7046
1208,Tamil Nadu,Thoothukudi,8.8100,78.1400
1209,Tamil Nadu,Tirunelveli,8.7288,77.7046
1210,Tamil Nadu,Thoothukudi,8.8100,78.1400
1211,Tamil Nadu,Thoothukudi,8.8100,78.1400
1212,Tamil Nadu,Thoothukudi,8.8100,78.1400
1213,Tamil Nadu,Tirunelveli,8.7288,77.7046
1214,Tamil Nadu,Tirunelveli,8.7288,77.7046
1215,Tamil Nadu,Tirunelveli,8.7288,77.7046
1216,Tamil Nadu,Tirunelveli,8.7288,77.7046
1217,Tamil Nadu,Salem,11.6521,78.1580
1219,Punjab,Mansa district,29.9833,75.3833
1220,Punjab,Mansa district,29.9833,75.3833
1221,Punjab,Mohali district,30.6900,76.7200
1222,Punjab,Mansa district,29.9833,75.3833
1223,Punjab,Mohali district,30.6900,76.7200
1224,Punjab,Ludhiana,30.9008,75.7721
1225,Punjab,Ludhiana,30.9008,75.7721
1226,Punjab,Mansa district,29.9833,75.3833
1227,Punjab,Mansa district,29.9833,75.3833
1228,Punjab,Sangrur,30.2506,75.8442
1229,Punjab,Mansa district,29.9833,75.3833
1230,Punjab,Mansa district,29.9833,75.3833
1234,Rajasthan,Hanumangarh,29.6109,74.2951
1235,Himachal Pradesh,Sirmaur district,30.5628,77.4702
1236,Himachal Pradesh,Sirmaur district,30.5628,77.4702
1237,Himachal Pradesh,Sirmaur district,30.5628,77.4702
1239,Himachal Pradesh,Solan district,30.5628,77.4702
1240,Rajasthan,Hanumangarh,29.6109,74.2951
1241,Rajasthan,Sirohi,24.8848,72.8535
1242,Rajasthan,Pali,25.7898,73.3278
1243,Rajasthan,Pali,25.7898,73.3278
1285,Meghalaya,South Garo Hills district,25.3301,90.5636
1286,Meghalaya,South Garo Hills district,25.3301,90.5636
1287,Meghalaya,East Garo Hills district,25.5672,90.5258
1288,Meghalaya,East Garo Hills district,25.5672,90.5258
1289,Meghalaya,East Jainta hills,25.3101,92.5
1290,Meghalaya,West Khasi Hills district,25.5625,91.2891
1291,Meghalaya,West Khasi Hills district,25.5625,91.2891
1292,Meghalaya,West Khasi Hills district,25.5625,91.2891
1293,Meghalaya,East Garo Hills district,25.5672,90.5258
1294,Meghalaya,East Garo Hills district,25.5672,90.5258
1295,Meghalaya,East Garo Hills district,25.5672,90.5258
1296,Meghalaya,East Garo Hills district,25.5672,90.5258
1297,Meghalaya,East Jainta hills,25.3101,92.5
1298,Meghalaya,East Jainta hills,25.3101,92.5
1299,Meghalaya,East Jainta hills,25.3101,92.5
1300,Meghalaya,East Jainta hills,25.3101,92.5
1301,Meghalaya,West Khasi Hills district,25.5625,91.2891
1302,Meghalaya,West Khasi Hills district,25.5625,91.2891
1303,Meghalaya,West Khasi Hills district,25.5625,91.2891
1304,Meghalaya,East Khasi Hills district,25.3682,91.7539
1305,Meghalaya,East Khasi Hills district,25.3682,91.7539
1306,Meghalaya,East Khasi Hills district,25.3682,91.7539
1307,Meghalaya,East Khasi Hills district,25.3682,91.7539
1308,Meghalaya,East Khasi Hills district,25.3682,91.7539
1309,Meghalaya,East Khasi Hills district,25.3682,91.7539
1310,Meghalaya,East Khasi Hills district,25.3682,91.7539
1311,Meghalaya,East Khasi Hills district,25.3682,91.7539
1312,Meghalaya,East Khasi Hills district,25.3682,91.7539
1313,Meghalaya,East Khasi Hills district,25.3682,91.7539
1314,Meghalaya,East Khasi Hills district,25.3682,91.7539
1315,Meghalaya,East Khasi Hills district,25.3682,91.7539
1316,Meghalaya,East Khasi Hills district,25.3682,91.7539
1317,Meghalaya,East Khasi Hills district,25.3682,91.7539
1318,Meghalaya,East Khasi Hills district,25.3682,91.7539
1319,Meghalaya,East Khasi Hills district,25.3682,91.7539
1320,Meghalaya,East Khasi Hills district,25.3682,91.7539
1321,Meghalaya,East Khasi Hills district,25.3682,91.7539
1322,Meghalaya,East Khasi Hills district,25.3682,91.7539
1323,Meghalaya,West Khasi Hills district,25.5625,91.2891
1324,Meghalaya,West Khasi Hills district,25.5625,91.2891
1325,Mizoram,Aizawl district,23.8789,92.8976
1326,Mizoram,Aizawl district,23.8789,92.8976
1327,Mizoram,Lunglei district,22.8831,92.6984
1328,Mizoram,Lunglei district,22.8831,92.6984
1330,Tripura,South tripura,23.2317,91.5596
1331,Tripura,West Tripura,23.8997,91.4048
1334,Daman and Diu,Daman and Diu,20.3974,72.8328
1341,Gujarat,Patan,23.8300,72.1200
1342,Gujarat,Patan,23.8300,72.1200
1343,Gujarat,Kheda,22.7485,72.6706
1344,Gujarat,Surat,21.1762,72.8295
1345,Gujarat,Navsari,20.9491,72.9136
1346,Gujarat,Palanpur,24.1712,72.4319
1347,Gujarat,Navsari,20.9491,72.9136
1348,Gujarat,Valsad,20.6300,72.9300
1349,Gujarat,Valsad,20.6300,72.9300
1350,Gujarat,Navsari,20.9491,72.9136
1352,Goa,South Goa,15.1177,74.124
1353,Goa,South Goa,15.1177,74.124
1354,Goa,South Goa,15.1177,74.124
1355,Goa,South Goa,15.1177,74.124
1356,Goa,South Goa,15.1177,74.124
1357,Goa,South Goa,15.1177,74.124
1358,Goa,South Goa,15.1177,74.124
1359,Goa,South Goa,15.1177,74.124
1360,Goa,South Goa,15.1177,74.124
1361,Goa,South Goa,15.1177,74.124
1362,Goa,South Goa,15.1177,74.124
1363,Goa,South Goa,15.1177,74.124
1364,Goa,South Goa,15.1177,74.124
1365,Goa,South Goa,15.1177,74.124
1366,Goa,South Goa,15.1177,74.124
1367,Goa,South Goa,15.1177,74.124
1368,Goa,South Goa,15.1177,74.124
1369,Maharashtra,Raigad Fort,18.2350,73.4478
1371,Maharashtra,Thane,19.4305,72.9656
1372,Maharashtra,Thane,19.4305,72.9656
1373,Maharashtra,Ratnagiri,16.9800,73.3000
1374,Maharashtra,Dhule district,21.0577,74.6869
1375,Maharashtra,Raigad Fort,18.2350,73.4478
1376,Maharashtra,Ratnagiri,16.9800,73.3000
1377,Maharashtra,Raigad Fort,18.2350,73.4478
1378,Maharashtra,Raigad Fort,18.2350,73.4478
1379,Maharashtra,Raigad Fort,18.2350,73.4478
1380,Maharashtra,Ratnagiri,16.9800,73.3000
1381,Maharashtra,Ratnagiri,16.9800,73.3000
1382,Maharashtra,Thane,19.4305,72.9656
1383,Maharashtra,Raigad Fort,18.2350,73.4478
1384,Maharashtra,Raigad Fort,18.2350,73.4478
1385,Maharashtra,Raigad Fort,18.2350,73.4478
1386,Maharashtra,Raigad Fort,18.2350,73.4478
1387,Maharashtra,Raigad Fort,18.2350,73.4478
1388,Maharashtra,Thane,19.4305,72.9656
1389,Maharashtra,Pune district,18.6833,74.03
1390,Maharashtra,Pune district,18.6833,74.03
1391,Maharashtra,Pune district,18.6833,74.03
1392,Maharashtra,Raigad Fort,18.2350,73.4478
1393,Maharashtra,Raigad Fort,18.2350,73.4478
1394,Maharashtra,Thane,19.4305,72.9656
1395,Maharashtra,Thane,19.4305,72.9656
1396,Maharashtra,Thane,19.4305,72.9656
1397,Maharashtra,Thane,19.4305,72.9656
1398,Maharashtra,Thane,19.4305,72.9656
1399,Maharashtra,Thane,19.4305,72.9656
1400,Maharashtra,Thane,19.4305,72.9656
1401,Maharashtra,Thane,19.4305,72.9656
1402,Maharashtra,Ratnagiri,16.9800,73.3000
1403,Maharashtra,Ratnagiri,16.9800,73.3000
1404,Maharashtra,Ratnagiri,16.9800,73.3000
1405,Kerala,Kollam,8.8800,76.6000
1406,Kerala,Kollam,8.8800,76.6000
1407,Kerala,Kollam,8.8800,76.6000
1408,Kerala,Kollam,8.8800,76.6000
1409,Kerala,Pathanamthitta,9.2656,76.7853
1410,Kerala,Malappuram,11.0410,76.0830
1411,Kerala,Malappuram,11.0410,76.0830
1412,Kerala,Malappuram,11.0410,76.0830
1413,Kerala,Malappuram,11.0410,76.0830
1414,Kerala,Malappuram,11.0410,76.0830
1415,Kerala,Kasaragod,12.4997,74.9870
1416,Kerala,Kasaragod,12.4997,74.9870
1417,Kerala,Kollam,8.8800,76.6000
1418,Kerala,Kollam,8.8800,76.6000
1419,Kerala,Kollam,8.8800,76.6000
1420,Kerala,Kozhikode,11.2591,75.7820
1421,Kerala,Kozhikode,11.2591,75.7820
1422,Kerala,Kozhikode,11.2591,75.7820
1423,Kerala,Kozhikode,11.2591,75.7820
1424,Kerala,Kollam,8.8800,76.6000
1425,Kerala,Kozhikode,11.2591,75.7820
1426,Kerala,Kollam,8.8800,76.6000
1427,Kerala,Kollam,8.8800,76.6000
1428,Kerala,Palakkad,10.7925,76.5553
1429,Kerala,Palakkad,10.7925,76.5553
1430,Kerala,Palakkad,10.7925,76.5553
1431,Kerala,Malappuram,11.0410,76.0830
1432,Kerala,Malappuram,11.0410,76.0830
1433,Kerala,Malappuram,11.0410,76.0830
1434,Kerala,Kozhikode,11.2591,75.7820
1435,Kerala,Kozhikode,11.2591,75.7820
1436,Kerala,Thiruvananthapuram,8.4875,76.9525
1437,Kerala,Thiruvananthapuram,8.4875,76.9525
1438,Kerala,Thiruvananthapuram,8.4875,76.9525
1439,Kerala,Thiruvananthapuram,8.4875,76.9525
1440,Kerala,Thiruvananthapuram,8.4875,76.9525
1441,Kerala,Kasaragod,12.4997,74.9870
1442,Kerala,Kasaragod,12.4997,74.9870
1443,Kerala,Kasaragod,12.4997,74.9870
1444,Kerala,Kasaragod,12.4997,74.9870
1445,Kerala,Thiruvananthapuram,8.4875,76.9525
1446,Kerala,Thiruvananthapuram,8.4875,76.9525
1447,Kerala,Alappuzha,9.4900,76.3300
1448,Kerala,Alappuzha,9.4900,76.3300
1449,Kerala,Alappuzha,9.4900,76.3300
1450,Kerala,Alappuzha,9.4900,76.3300
1451,Kerala,Idukki,9.8500,76.9700
1452,Kerala,Idukki,9.8500,76.9700
1453,Kerala,Idukki,9.8500,76.9700
1454,Kerala,Idukki,9.8500,76.9700
1455,Kerala,Idukki,9.8500,76.9700
1456,Kerala,Idukki,9.8500,76.9700
1457,Kerala,Idukki,9.8500,76.9700
1458,Kerala,Kannur,11.8608,75.4140
1459,Kerala,Thrissur,10.5200,76.2100
1460,Kerala,Thrissur,10.5200,76.2100
1461,Kerala,Kottayam,9.5800,76.5200
1462,Kerala,Kottayam,9.5800,76.5200
1463,Kerala,Thiruvananthapuram,8.4875,76.9525
1464,Kerala,Thiruvananthapuram,8.4875,76.9525
1465,Kerala,Kasaragod,12.4997,74.9870
1466,Kerala,Kollam,8.8800,76.6000
1467,Andhra Pradesh,Visakhapatnam,17.7085,83.2438
1468,Andhra Pradesh,Visakhapatnam,17.7085,83.2438
1469,Karnataka,Uttara Kannada,14.6000,74.7000
1470,Karnataka,Uttara Kannada,14.6000,74.7000
1471,Karnataka,Uttara Kannada,14.6000,74.7000
1472,Karnataka,Dakshina Kannada,12.8438,75.2479
1473,Odisha,Balasore,21.4916,86.9150
1474,Odisha,Balasore,21.4916,86.9150
1475,Odisha,Koraput,18.8132,82.7126
1476,Odisha,Rayagada,19.1754,83.4109
1477,Odisha,Rayagada,19.1754,83.4109
1478,Odisha,Rayagada,19.1754,83.4109
1479,Odisha,Ganjam,19.3800,85.0700
1480,Odisha,Ganjam,19.3800,85.0700
1481,Odisha,Muniguda,19.6300,83.4900
1482,Odisha,Muniguda,19.6300,83.4900
1488,Tamil Nadu,Tirupattur,12.5000,78.6000
1491,Punjab,Mansa district,29.9833,75.3833
1492,Punjab,Mansa district,29.9833,75.3833
1493,Punjab,Mohali district,30.6900,76.7200
1494,Punjab,Mansa district,29.9833,75.3833
1495,Punjab,Mohali district,30.6900,76.7200
1496,Punjab,Ludhiana,30.9008,75.7721
1497,Punjab,Ludhiana,30.9008,75.7721
1498,Punjab,Mansa district,29.9833,75.3833
1499,Punjab,Mansa district,29.9833,75.3833
1500,Punjab,Sangrur,30.2506,75.8442
1501,Punjab,Mansa district,29.9833,75.3833
1502,Punjab,Mansa district,29.9833,75.3833
1506,Rajasthan,Hanumangarh,29.6109,74.2951
1507,Rajasthan,Hanumangarh,29.6109,74.2951
1508,Himachal Pradesh,Sirmaur district,30.5628,77.4702
1509,Himachal Pradesh,Solan district,30.5628,77.4702
1511,Himachal Pradesh,Solan district,30.5628,77.4702
1512,Himachal Pradesh,Solan district,30.5628,77.4702
1513,Rajasthan,Pali,25.7898,73.3278
1551,Meghalaya,West Khasi Hills district,25.5625,91.2891
1552,Meghalaya,East Jainta hills,25.3101,92.5
1553,Meghalaya,East Jainta hills,25.3101,92.5
1554,Meghalaya,East Jainta hills,25.3101,92.5
1555,Meghalaya,East Khasi Hills district,25.3682,91.7539
1556,Mizoram,Aizawl district,23.8789,92.8976
1557,Mizoram,Aizawl district,23.8789,92.8976
1558,Mizoram,Lunglei district,22.8831,92.6984
1559,Mizoram,Lunglei district,22.8831,92.6984
1561,Tripura,South tripura,23.2317,91.5596
1562,Tripura,West Tripura,23.8997,91.4048
1563,Daman and Diu,Daman and Diu,20.7144,70.9874
1571,Gujarat,Surat,21.1762,72.8295
1572,Gujarat,Surat,21.1762,72.8295
1573,Gujarat,Navsari,20.9491,72.9136
1574,Gujarat,Navsari,20.9491,72.9136
1575,Gujarat,Navsari,20.9491,72.9136
1577,Gujarat,Surat,21.1762,72.8295
1743,Mizoram,Aizawl district,23.8789,92.8976
1749,Tripura,South tripura,23.2317,91.5596
1750,Tripura,West Tripura,23.8997,91.4048
