STATION CODE,LOCATIONS,STATE
3026.0,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMILNaNDU
3027.0,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANaNICUT, TIRUNELVELI",TAMILNaNDU
3028.0,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",TAMILNaNDU
3029.0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNaNDU
3023.0,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT",TAMILNaNDU
1885.0,GHAGGAR AT D/S OF SURAJPUR,HARYANaN
1023.0,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),PUNJAB
1024.0,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB
1295.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI",PUNJAB
1473.0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.)",PUNJAB
1698.0,GHAGGAR AT D/S CHHATBIR,PUNJAB
1699.0,GHAGGAR AT U/S DHAKANSU NaNLLAH,PUNJAB
1700.0,GHAGGAR AT D/S DHAKANSU NaNLLAH,PUNJAB
1701.0,GHAGGAR AT D/S JHARMAL NaNDI,PUNJAB
1702.0,GHAGGAR AT U/S JHARMAL NaNDI,PUNJAB
1703.0,GHAGGAR AT MOONaNK,PUNJAB
1704.0,GHAGGAR AT D/S SARDULGARH,PUNJAB
1705.0,GHAGGAR AT U/S SARDULGARH,PUNJAB
1025.0,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",HARYANaN
1026.0,GHAGGAR GHNaN2 AT CHANDARPUR ,HARYANaN
1887.0,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANaNL ,HARYANaN
1718.0,GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629,RAJASTHAN
1871.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH
2624.0,MARKANDA U/S KALA AMB,HIMACHAL PRADESH
2625.0,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN,HIMACHAL PRADESH
1884.0,KALA AMB D/S MARKANDA RIVER,HARYANaN
1870.0,"RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN",HIMACHAL PRADESH
2947.0,"JAWAI AT JAWAI DAM, SIROHI",RAJASTHAN
1717.0,"KODRA DAM, MOUNT ABU",RAJASTHAN
2948.0,"BANDI AT HEMAWAS DAM, PAL",RAJASTHAN
2949.0,"RIVER LUNI AT RANaNKPUR DAM, RANaNKPUR, PALI",RAJASTHAN
3305.0,"BANJAR AT MALANJKHAND NR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH
3383.0,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA
3384.0,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA
3380.0,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA
1632.0,GANOL RIVER TURA,MEGHALAYA
1428.0,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA
3369.0,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA
3370.0,"KYNSHI  AT NaNGKHNUM, WEST KHASI HILLS",MEGHALAYA
3371.0,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA
3375.0,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNaNR),MEGHALAYA
3376.0,LUKHA RIVER AT SUNaNPUR (TRIBUTARY OF LUNaNR),MEGHALAYA
3381.0,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA
3382.0,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA
3377.0,"MYNTANG RIVER AT NaNRTIANG, JAYANTIA HILLS",MEGHALAYA
3378.0,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA
1631.0,MYNTDU RIVER JOWAI,MEGHALAYA
3379.0,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA
3367.0,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
3368.0,"NONBAH RIVER AT NaNGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA
3372.0,"RILANG AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA
1633.0,SIMSANG RIVER WILLIAMNaNGAR,MEGHALAYA
3353.0,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA
3354.0,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA
3355.0,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA
3356.0,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA
3350.0,UMKHEN AT WAHKDAIT,MEGHALAYA
3351.0,UMKHEN AT KSEHPONGDENG,MEGHALAYA
3352.0,"UMKHEN AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA
3359.0,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA
3360.0,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA
3361.0,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA
3362.0,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA
3357.0,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA
3358.0,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA
3363.0,"UMSHYRPI AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA
3364.0,"UMSHYRPI  AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA
3365.0,"UMSHYRPI AT UMSHYRPI BDG, EAST KHASI HILLS",MEGHALAYA
1427.0,UMTREW AT BYRNIHAT EAST,MEGHALAYA
3366.0,"UMTREW RIVER AT UMRAN, RINaN BHOI",MEGHALAYA
3373.0,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA
3374.0,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA
2050.0,TLAWNG UPSTREAM AIZAWL,MIZORAM
2051.0,TLAWNG DOWNSTREAM AIZAWL,MIZORAM
2052.0,TUIRIAL UPPER CATCHMENT,MIZORAM
2053.0,TUIRIAL LOWER CATCHMENT,MIZORAM
1403.0,GUMTI AT U/S SOUTH TRIPURA,TRIPURA
1404.0,GUMTI AT D/S SOUTH TRIPURA,TRIPURA
1726.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA
2460.0,DAMANGANGA AT DISCHARGE POINT OF DISTILLERY,"DAMAN, DIU, DADRA NaNGAR HAVELI"
1150.0,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT
1246.0,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT
1860.0,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT
1861.0,PURNaN ON BRIDGE AT SURATNaNNaNVSARI HIGHWAY,GUJARAT
1862.0,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT
1865.0,DHADAR AT KOTHADA,GUJARAT
1148.0,AMBIKA AT BILIMORA,GUJARAT
1435.0,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD",GUJARAT
1149.0,KOLAK AT PATALIA BDG.,GUJARAT
1438.0,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,GUJARAT
1399.0,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANaNL JOINS, GOA",GOA
1475.0,ZUARI AT PANCHAWADI,GOA
1400.0,"MANDOVI AT NEGHBOURHOOD OF PANaNJI, GOA",GOA
1476.0,"MANDOVI AT TONCA, MARCELA, GOA",GOA
1543.0,RIVER KALNaN AT CHANDELNaN PERNEM,GOA
1548.0,RIVER ASSONORA AT ASSONORA,GOA
2276.0,RIVER BICHOLIM VARAZAN NaNGAR,GOA
2275.0,"RIVER CHAPORA NEAR ALORNaN FORT ,PERNEM",GOA
1546.0,RIVER KHANDEPAR AT OPA NaN PONDA,GOA
2270.0,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",GOA
2272.0,"RIVER KUSHAWATI NEAR BUND AT KEVONaN,RIVON,SANGUEM",GOA
1545.0,RIVER MADAI AT DABOS NaN  VALPOI,GOA
2274.0,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANaNJI,GOA
2271.0,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONaN CANaNCONaN NaNTIONaNL HIGHWAY)",GOA
2273.0,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",GOA
1547.0,RIVER TALPONaN AT CANaNCONaN,GOA
1544.0,"VALVANT AT SANKLI NaN BICHOLIM, GOA",GOA
2651.0,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA
2653.0,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
2654.0,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA
1092.0,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA
2670.0,"KAN RIVER NEAR SAKRI WATER WORKS, SAKRI, DHULE",MAHARASHTRA
1152.0,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA
2198.0,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA
2671.0,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINaN ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA
2672.0,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA
2168.0,MITHI RIVER,MAHARASHTRA
2676.0,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNaNGIRI",MAHARASHTRA
1151.0,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA
1462.0,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA
2685.0,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA
2686.0,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA
2687.0,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA
2688.0,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA
2689.0,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA
2696.0,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA
2199.0,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA
2701.0,"SAVITRI JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA
2702.0,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA
2703.0,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA
2704.0,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA
2706.0,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA
2707.0,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA
2708.0,"SURYA AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA
2709.0,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA
1093.0,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA
1094.0,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA
2162.0,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA
2712.0,"VAITARNaN NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA
2164.0,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA
2713.0,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNaNGIRI. ",MAHARASHTRA
2714.0,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA
1342.0,ACHENKOIL AT THUMPAMON,KERALA
1443.0,ACHENKOIL AT CHENNITHULA,KERALA
2297.0,R ANCHARAKANDY AT MERUVAMBA,KERALA
2319.0,R ANCHARAKANDY AT MERUVAMBA,KERALA
2286.0,R AYROOR AT AYROOR BRIDGE,KERALA
2331.0,R BHARATHAPUZHA AT KUTTIPPURAM,KERALA
2332.0,R BHARATHAPUZHA AT PATTAMBI,KERALA
1154.0,CHALAKUDY AT PULICKALKANaNDAVU,KERALA
20.0,"CHALIYAR AT KOOLIMADU, KERALA",KERALA
21.0,CHALIYAR AT CHUNGAPALLY,KERALA
1572.0,CHANDRAGIRI AT PADIYATHADKA,KERALA
1573.0,CHITTHRAPUZHA AT IRUMPANaNM,KERALA
2295.0,R CORAPUZHA AT KANaNYANKODE,KERALA
1564.0,"ITHIKKARA AT AYUR, KERALA",KERALA
2287.0,R ITHIKKARA AT ITHIKKARA,KERALA
1566.0,KADALUNDY AT THIRURANGADY,KERALA
2293.0,R KADALUNDI AT HAJIRAPPALLY,KERALA
2337.0,R KADAMBAYAR AT BRAHMAPURAM,KERALA
2338.0,R KADAMBAYAR AT MANCKAKADAVU,KERALA
42.0,"KALLADA AT PERUMTHOTTAM KADAVU, PUNaNLOOR, KERALA",KERALA
2294.0,R KALLAI AT KALLAI BRIDGE,KERALA
1571.0,KARINGODE AT KAKKADAVU,KERALA
1155.0,KARAMANaN AT MOONNaNTTUMUKKU,KERALA
2289.0,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA
2301.0,R KAVVAI AT KUTTIYOL PALAM,KERALA
2291.0,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA
2326.0,R KORAYAR AT KANJIKODE,KERALA
1569.0,R KUPPAM AT THALIPARAMBA,KERALA
2298.0,R KUPPAM AT RAYAROM,KERALA
1567.0,R KUTTIYADY AT  KUTTIYADY ESTATE,KERALA
1568.0,"R MAHE AT VALAYAM, KERALA",KERALA
2285.0,R MAMOM AT MAMOM BRIDGE,KERALA
1340.0,"MANIMALA  AT KALLOOPARA,",KERALA
1384.0,"MANIMALA AT THONDRA, KERALA",KERALA
2307.0,R MANJESWAR AT BAJRAKKARA BR.,KERALA
1339.0,"MEENaNCHIL AT KIDANGOOR, KERALA",KERALA
2304.0,R MOGRAL AT MOGRAL BR.,KERALA
43.0,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA
2302.0,R NEELASWARAM AT NaNMBIARKAL DAM,KERALA
1570.0,R NEELASWARAM AT HOSDURG,KERALA
1563.0,"R NEYYAR AT AMARAVILA, KERALA",KERALA
2284.0,R NEYYAR AT ARUVIPURAM,KERALA
2288.0,R PALLICKAL AT NELLIMUKAL,KERALA
1156.0,"PAMBA AT CHENGANNUR, KERALA",KERALA
1341.0,"PAMBA AT THAKAZHY, KERALA",KERALA
1565.0,"PAMBA DOWN, KERALA",KERALA
17.0,PERIYAR NEAR ALWAYENaNELOOR,KERALA
18.0,"PERIYAR AT KALADY, KERALA",KERALA
1338.0,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA
2333.0,RIVER PERIYAR AT MUPPATHADAM,KERALA
2334.0,RIVER PERIYAR AT PATHALAM,KERALA
2335.0,R PERIYAR AT KALAMASSERY,KERALA
2336.0,R PERIYAR AT PURAPPALLIKAVU,KERALA
2300.0,R PERUVAMBA AT CHANDAPPURA,KERALA
2303.0,R PULLUR AT PULLUR BR.,KERALA
2290.0,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA
2299.0,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA
2305.0,R SHRIYA AT ANGADIMOGARU,KERALA
2296.0,R THALLASSERY AT PATHIPPALAM,KERALA
2292.0,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA
2306.0,R UPPALA AT  UPPALA BR.,KERALA
1442.0,"VAMANaNPURAM, KERALA",KERALA
1448.0,"NaNGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH
2352.0,"RIVER VAMSHADHARA, KALINGAPATNaNM,VIZIANaNGARAM",ANDHRA PRADESH
1444.0,"KALI AT D/S WEST COAST PAPER MILL, KARNaNTAKA",KARNaNTAKA
2780.0,"KALI AT U/S OF WCPM, DANDELI, KARNaNTAKA",KARNaNTAKA
1894.0,KUMARADHARA NaN U/S OF UPPINaNGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNaNTAKA
1892.0,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNaNTAKA
2423.0,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA
2424.0,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA
2425.0,"RIVER KERANDI(INTAKE WELL OF NaNLCO REFINaNRY, HAL, SUNaNBEDA)",ORISSA
2422.0,"NaNGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA
1642.0,"NaNGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA
1643.0,"NaNGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA
1455.0,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA
1456.0,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA
2426.0,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINaN PROJECT),ORISSA
2427.0,VANSADHARA AT GUNUPUR (INTERSTATE BOUNDRY),ORISSA
1450.0,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNaNDU",TAMIL NaNDU
1023.0,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB
1024.0,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB
1295.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB
1473.0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NaNDI (AFTER CONFL.), PUNJAB",PUNJAB
1698.0,GHAGGAR AT D/S CHHATBIR,PUNJAB
1699.0,"GHAGGAR AT U/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
1700.0,"GHAGGAR AT D/S DHAKANSU NaNLLAH, PUNJAB",PUNJAB
1701.0,GHAGGAR AT D/S JHARMAL NaNDI,PUNJAB
1702.0,GHAGGAR AT U/S JHARMAL NaNDI,PUNJAB
1703.0,"GHAGGAR AT MOONaNK, PUNJAB",PUNJAB
1704.0,GHAGGAR AT D/S SARDULGARH,PUNJAB
1705.0,GHAGGAR AT U/S SARDULGARH,PUNJAB
1718.0,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANaN NEAR RD NO. 629, RAJASTHAN",RAJASTHAN
1719.0,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NaNI ABADI, MAKKASR",RAJASTHAN
1871.0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH
2624.0,MARKANDA U/S KALA AMB,HIMACHAL PRADESH
2625.0,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANaN,HIMACHAL PRADESH
1870.0,"RIVER SUKHANaN AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH
2948.0,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN
1632.0,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA
1428.0,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA
1631.0,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA
1633.0,SIMSANG RIVER WILLIAMNaNGAR,MEGHALAYA
1427.0,UMTREW AT BYRNIHAT EAST,MEGHALAYA
2050.0,TLAWNG UPSTREAM AIZAWL,MIZORAM
2051.0,TLAWNG DOWNSTREAM AIZAWL,MIZORAM
2052.0,TUIRIAL UPPER CATCHMENT,MIZORAM
2053.0,TUIRIAL LOWER CATCHMENT,MIZORAM
1404.0,GUMTI AT D/S SOUTH TRIPURA,TRIPURA
1726.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA
2459.0,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU
1860.0,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT
1861.0,RIVER PURNaN ON BRIDGE AT SURATNaNNaNVSARI HIGHWAY,GUJARAT
1862.0,RIVER KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT
1865.0,RIVER DHADAR AT KOTHADA,GUJARAT
1148.0,"AMBIKA AT BILIMORA, ",GUJARAT
1438.0,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT
1633.0,SIMSANG RIVER WILLIAMNaNGAR,MIZORAM
1404.0,GUMTI AT D/S SOUTH TRIPURA,tripura
1726.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura
